Player,PrimaryPosition,Games,acceleration_pg,acceleration_acc,launch_pg,launch_acc,smartpass_pg,smartpass_acc,throughball_pg,throughball_acc,shots_pg,goals_pg,assists_pg,keypasses_pg,counterattacks_pg,opportunities_pg,feints_pg,anticipated_rate,consistency,Rating
B. Watson,cdm,8,0.000,0.400,1.000,0.464,0.125,0.381,0.125,0.381,0.125,0.000,0.000,0.250,0.500,0.250,0.000,0.019,0.262,63.29
G. Barry,cm,25,0.040,0.429,0.400,0.367,0.400,0.433,0.920,0.419,0.520,0.040,0.040,0.320,0.600,0.400,0.040,0.008,0.629,65.74
A. Barnes,st,36,0.139,0.520,0.139,0.360,0.361,0.424,0.333,0.406,1.528,0.250,0.000,0.111,0.611,1.278,0.000,0.002,0.393,66.61
Joselu,st,30,0.033,0.429,0.100,0.348,0.167,0.440,0.233,0.370,1.533,0.133,0.033,0.133,0.600,1.200,0.033,0.002,0.508,65.67
M. Diamé,cm,31,0.290,0.586,0.129,0.458,0.258,0.393,0.290,0.379,0.645,0.065,0.000,0.065,0.871,0.516,0.097,0.026,0.408,64.07
J. Murphy,cam,25,0.960,0.682,0.120,0.435,0.480,0.375,0.480,0.375,0.920,0.040,0.040,0.160,1.440,0.600,0.000,0.003,0.258,65.48
I. Slimani,rw,16,0.250,0.500,0.000,0.400,0.500,0.357,0.312,0.400,0.312,0.062,0.062,0.188,0.938,0.188,0.062,0.000,0.000,64.38
A. Robertson,rb,22,1.500,0.774,1.318,0.388,0.591,0.333,1.000,0.357,0.545,0.045,0.182,0.318,0.727,0.318,0.045,0.016,0.719,67.17
R. Klavan,rb,18,0.000,0.400,0.722,0.394,0.278,0.480,0.389,0.370,0.111,0.056,0.000,0.056,0.444,0.056,0.000,0.044,0.500,63.01
D. Sturridge,st,18,0.167,0.478,0.056,0.429,1.611,0.429,0.944,0.378,1.722,0.167,0.056,0.222,1.000,1.222,0.056,0.000,0.273,68.72
D. Solanke,st,19,0.211,0.500,0.053,0.429,0.474,0.414,0.263,0.360,1.211,0.053,0.105,0.263,0.737,0.947,0.000,0.004,0.089,65.59
J. McArthur,cm,33,0.364,0.562,0.788,0.391,0.667,0.476,0.485,0.333,0.879,0.152,0.030,0.061,1.455,0.727,0.030,0.008,0.532,66.68
J. Schlupp,rb,24,0.500,0.625,0.750,0.342,0.375,0.379,0.417,0.367,0.583,0.000,0.042,0.125,0.833,0.292,0.000,0.012,0.555,63.80
M. Holgate,lb,15,0.200,0.478,1.267,0.410,0.067,0.381,0.333,0.320,0.400,0.000,0.000,0.067,0.267,0.267,0.067,0.058,0.442,62.04
G. Sigurðsson,ram,35,0.229,0.571,0.514,0.368,1.029,0.411,0.914,0.308,1.371,0.114,0.114,0.829,1.057,0.971,0.029,0.009,0.665,69.56
S. Mustafi,cb,29,0.069,0.455,0.793,0.372,0.379,0.387,0.724,0.268,0.483,0.138,0.034,0.172,0.759,0.379,0.000,0.081,0.612,62.31
Jesé Rodríguez,rw,13,0.923,0.625,0.000,0.400,0.615,0.393,0.308,0.417,0.923,0.077,0.077,0.231,2.385,0.538,0.154,0.000,0.405,67.34
Ramadan Sobhi,ram,27,0.778,0.707,0.000,0.400,0.704,0.359,0.370,0.333,0.519,0.074,0.000,0.185,1.111,0.296,0.000,0.014,0.392,64.04
A. Iwobi,cam,29,0.862,0.689,0.103,0.478,1.759,0.423,1.310,0.397,1.690,0.103,0.069,0.207,2.379,1.138,0.034,0.010,0.486,71.30
B. Martins Indi,cb,17,0.000,0.400,0.647,0.387,0.000,0.400,0.176,0.348,0.176,0.000,0.000,0.118,0.294,0.118,0.000,0.046,0.362,61.39
Roque Mesa,cm,18,0.278,0.520,0.278,0.400,0.111,0.409,0.222,0.375,0.500,0.000,0.000,0.056,0.611,0.111,0.000,0.021,0.459,62.73
L. Narsingh,lam,18,0.833,0.629,0.167,0.391,0.167,0.391,0.056,0.381,0.500,0.056,0.000,0.222,0.556,0.500,0.056,0.005,0.318,64.21
Ander Herrera,lcm,26,0.000,0.400,0.731,0.462,0.769,0.450,0.577,0.343,0.462,0.000,0.000,0.115,1.038,0.154,0.038,0.035,0.274,63.68
T. Bakayoko,rcm,29,0.655,0.641,0.069,0.455,0.483,0.324,0.621,0.289,1.276,0.069,0.069,0.034,1.241,0.828,0.069,0.023,0.521,64.76
V. Moses,lam,31,0.871,0.723,0.613,0.385,0.419,0.303,0.419,0.303,1.323,0.097,0.129,0.355,0.871,0.774,0.000,0.013,0.560,65.67
K. Trippier,lb,30,0.500,0.629,0.433,0.394,1.100,0.566,1.700,0.352,0.200,0.000,0.100,1.100,0.600,0.233,0.033,0.027,0.581,70.81
Pedro,rw,33,1.152,0.759,0.152,0.400,0.788,0.391,0.576,0.359,1.667,0.121,0.061,0.121,1.000,1.303,0.030,0.010,0.254,67.87
C. Kouyaté,lcm,36,0.333,0.625,0.361,0.364,0.167,0.462,0.222,0.393,0.417,0.056,0.056,0.083,0.750,0.306,0.056,0.012,0.581,65.04
M. Antonio,lw,21,1.000,0.683,0.381,0.357,0.810,0.351,0.667,0.294,1.714,0.143,0.048,0.190,1.333,1.048,0.048,0.000,0.560,66.89
João Mário,cam,38,1.132,0.778,0.026,0.381,0.816,0.431,0.605,0.349,0.868,0.053,0.105,0.526,2.211,0.684,0.053,0.003,0.492,69.61
P. Højbjerg,cm,23,0.435,0.567,0.783,0.447,0.348,0.464,0.609,0.441,0.696,0.000,0.000,0.130,1.478,0.348,0.000,0.025,0.607,65.56
W. Hoedt,rb,28,0.321,0.586,1.786,0.429,0.143,0.375,0.571,0.333,0.500,0.000,0.036,0.000,0.607,0.393,0.000,0.049,0.690,62.31
M. Lemina,cm,25,0.920,0.698,0.440,0.484,0.480,0.375,0.520,0.303,0.880,0.040,0.040,0.040,0.720,0.440,0.080,0.032,0.500,64.44
A. McCarthy,gk,18,0.000,0.400,6.611,0.633,0.000,0.400,0.000,0.400,0.000,0.000,0.000,0.000,0.167,0.000,0.000,0.000,0.516,62.62
S. Long,st,34,0.294,0.567,0.000,0.400,0.176,0.385,0.088,0.391,1.029,0.059,0.029,0.265,0.971,0.794,0.000,0.004,0.429,64.62
J. Hugill,rw,3,0.000,0.400,0.000,0.400,0.000,0.400,0.000,0.400,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.706,64.03
G. Carrillo,st,22,0.091,0.455,0.045,0.381,0.136,0.435,0.091,0.409,0.909,0.182,0.045,0.045,0.364,0.818,0.045,0.007,0.068,64.96
T. Mings,rb,4,0.000,0.400,0.500,0.364,0.000,0.400,0.500,0.364,0.250,0.000,0.000,0.250,0.250,0.000,0.000,0.037,0.293,63.84
D. Gosling,cm,28,0.250,0.519,0.464,0.303,0.429,0.375,0.393,0.290,0.750,0.071,0.000,0.000,0.607,0.536,0.000,0.018,0.438,62.18
B. Mendy,rb,8,0.875,0.556,0.000,0.400,1.125,0.517,0.250,0.409,0.875,0.000,0.125,0.500,1.000,0.500,0.000,0.026,0.310,66.86
A. Lennon,lam,29,0.586,0.649,0.379,0.323,0.241,0.407,0.276,0.357,0.517,0.000,0.069,0.069,0.621,0.276,0.034,0.013,0.476,63.81
S. Clucas,rcm,29,0.517,0.629,0.517,0.371,0.276,0.357,0.310,0.276,0.690,0.103,0.034,0.103,0.483,0.517,0.034,0.010,0.495,63.13
M. van der Hoorn,lb,24,0.083,0.455,1.083,0.413,0.125,0.391,0.458,0.323,0.375,0.042,0.000,0.000,0.250,0.333,0.000,0.036,0.619,61.68
M. Kelly,lb,15,0.133,0.455,0.867,0.424,0.000,0.400,0.333,0.320,0.333,0.000,0.000,0.067,0.267,0.200,0.000,0.031,0.598,62.08
Lee Chung-Yong,cam,7,0.143,0.429,0.143,0.381,0.143,0.429,0.000,0.400,0.143,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,63.28
Y. Cabaye,cm,33,0.091,0.478,0.485,0.333,0.727,0.364,1.000,0.340,1.030,0.000,0.030,0.606,1.667,0.667,0.121,0.043,0.652,66.29
Àngel Rangel,lb,4,0.750,0.478,0.500,0.455,0.250,0.381,0.000,0.400,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.026,0.092,63.77
A. Sánchez,rw,31,0.935,0.714,0.032,0.381,4.387,0.423,3.839,0.266,2.226,0.258,0.194,1.161,2.516,2.000,0.226,0.006,0.676,83.30
L. Koscielny,cb,32,0.062,0.455,0.656,0.512,0.375,0.344,0.375,0.281,0.375,0.062,0.000,0.125,0.688,0.375,0.000,0.074,0.681,60.80
L. Karius,gk,19,0.000,0.400,6.684,0.639,0.000,0.400,0.000,0.400,0.000,0.000,0.000,0.000,0.421,0.000,0.000,0.000,0.424,62.63
F. Coquelin,cm,16,0.188,0.478,0.312,0.440,0.375,0.308,0.375,0.308,0.312,0.062,0.000,0.000,0.750,0.250,0.000,0.029,0.210,61.63
M. Grujić,rcm,3,0.333,0.429,0.000,0.400,0.000,0.400,0.000,0.400,0.000,0.000,0.000,0.000,0.667,0.000,0.000,0.111,0.334,63.66
A. King,cm,25,0.040,0.381,0.240,0.423,0.400,0.400,0.480,0.344,0.600,0.120,0.000,0.080,0.200,0.480,0.000,0.030,0.391,62.87
J. Collins,cb,15,0.000,0.400,1.667,0.400,0.000,0.400,0.200,0.348,0.200,0.067,0.000,0.067,0.333,0.267,0.000,0.041,0.492,62.14
M. Lanzini,ram,27,1.111,0.720,0.037,0.381,1.556,0.403,0.889,0.364,1.333,0.185,0.148,0.407,1.556,1.111,0.000,0.007,0.596,70.84
A. Mitrović,st,9,0.111,0.429,0.000,0.400,0.111,0.381,0.111,0.381,2.000,0.222,0.000,0.000,0.333,1.889,0.111,0.000,0.173,65.50
C. Wood,st,24,0.083,0.409,0.042,0.381,0.250,0.346,0.125,0.348,1.583,0.417,0.042,0.208,0.625,1.458,0.000,0.002,0.566,66.23
A. Westwood,cm,18,0.111,0.455,0.889,0.389,0.056,0.429,0.556,0.333,0.444,0.000,0.056,0.222,0.722,0.222,0.000,0.032,0.295,63.26
D. Sánchez,cb,35,0.057,0.455,1.057,0.368,0.057,0.409,0.086,0.391,0.200,0.000,0.000,0.000,0.314,0.143,0.000,0.042,0.555,60.91
C. Cathcart,cb,11,0.000,0.400,1.091,0.531,0.000,0.400,0.364,0.375,0.273,0.000,0.000,0.000,0.273,0.182,0.000,0.036,0.483,62.68
A. Carrillo,lam,31,1.000,0.706,0.161,0.480,1.000,0.294,0.645,0.300,0.774,0.065,0.065,0.452,0.548,0.484,0.065,0.005,0.334,65.70
L. Rosenior,lb,3,0.000,0.400,0.333,0.429,0.333,0.381,0.333,0.381,0.667,0.000,0.000,0.000,0.333,0.000,0.000,0.062,0.801,64.08
J. Izquierdo,rw,33,0.818,0.574,0.152,0.320,0.152,0.440,0.121,0.375,1.606,0.152,0.091,0.212,2.091,1.121,0.030,0.005,0.410,67.92
T. Deeney,rw,29,0.034,0.429,0.103,0.435,0.793,0.372,1.000,0.306,0.897,0.069,0.069,0.172,0.724,0.759,0.103,0.004,0.473,65.66
J. Morrison,cam,4,0.000,0.400,0.000,0.400,0.000,0.400,0.000,0.400,1.000,0.250,0.000,0.000,0.750,1.000,0.000,0.000,0.280,64.75
O. Burke,lam,15,0.400,0.500,0.000,0.400,0.200,0.391,0.067,0.381,0.267,0.000,0.133,0.000,0.467,0.200,0.000,0.027,0.237,63.31
G. Krychowiak,cm,35,0.257,0.586,0.257,0.379,0.571,0.400,0.829,0.265,0.571,0.029,0.086,0.200,1.114,0.343,0.029,0.020,0.443,64.34
J. Evans,cb,32,0.156,0.520,1.000,0.519,0.156,0.440,0.188,0.346,0.281,0.062,0.031,0.031,0.406,0.219,0.000,0.041,0.520,62.64
K. Gibbs,rb,33,0.485,0.667,0.727,0.386,0.182,0.385,0.424,0.265,0.242,0.000,0.030,0.212,0.697,0.152,0.030,0.029,0.657,62.26
N. Pope,gk,35,0.000,0.400,12.686,0.670,0.000,0.400,0.114,0.375,0.000,0.000,0.000,0.086,0.086,0.000,0.000,0.000,0.627,62.66
N. Vlašić,lam,12,0.750,0.552,0.000,0.400,0.667,0.393,0.250,0.348,0.417,0.000,0.000,0.250,0.833,0.250,0.000,0.013,0.338,63.98
D. Zappacosta,lb,24,0.542,0.636,0.167,0.458,0.125,0.391,0.042,0.381,1.000,0.042,0.042,0.250,0.500,0.625,0.042,0.006,0.189,64.66
E. Hazard,rw,45,2.156,0.846,0.022,0.381,2.111,0.504,1.022,0.424,1.956,0.289,0.178,0.711,2.933,1.556,0.600,0.003,0.613,84.31
C. Bravo,gk,3,0.000,0.400,0.667,0.455,0.000,0.400,0.000,0.400,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.505,64.04
E. Mangala,rb,12,0.083,0.429,0.667,0.429,0.083,0.381,0.250,0.391,0.167,0.000,0.000,0.000,0.500,0.167,0.083,0.040,0.189,62.63
A. Mariappa,cb,28,0.036,0.429,1.036,0.367,0.036,0.429,0.107,0.435,0.286,0.000,0.000,0.107,0.214,0.143,0.000,0.033,0.626,62.26
K. Wimmer,rb,18,0.000,0.400,0.444,0.393,0.056,0.381,0.222,0.333,0.056,0.000,0.000,0.000,0.389,0.000,0.000,0.071,0.584,60.51
M. Darmian,cb,10,0.200,0.455,0.900,0.379,0.200,0.455,0.200,0.364,0.200,0.000,0.100,0.000,0.800,0.000,0.000,0.023,0.266,63.82
Renato Sanches,cam,18,1.056,0.641,0.167,0.391,1.056,0.385,0.833,0.257,0.778,0.056,0.000,0.056,1.111,0.222,0.000,0.003,0.429,64.52
W. Bony,lw,15,0.067,0.429,0.067,0.429,0.600,0.414,0.600,0.414,1.200,0.133,0.000,0.067,0.667,0.667,0.067,0.000,0.267,65.67
José Fonte,cb,16,0.000,0.400,1.250,0.350,0.125,0.364,0.375,0.308,0.625,0.000,0.062,0.000,0.250,0.438,0.000,0.044,0.668,61.96
A. Carroll,st,16,0.062,0.429,0.062,0.429,0.125,0.409,0.125,0.364,1.438,0.188,0.000,0.188,0.125,1.000,0.000,0.000,0.413,64.72
