Player,PrimaryPosition,Games,CrossAccuracy,CrossesPerGame,KeyPassesPerGame,Consistency,TurnoverRate,Rating
Koke,cm,38,0.521,7.605,0.211,0.509,0.479,75.372
Y. Mallı,cam,28,0.460,2.857,0.179,0.341,0.540,67.454
O. Şahan,lam,1,0.381,1.000,0.000,1.000,0.619,64.253
B. Dočkal,lam,1,0.424,13.000,1.000,1.000,0.576,65.628
D. Pavelka,cm,1,0.481,7.000,0.000,1.000,0.519,64.892
S. Larsson,lcm,7,0.568,7.714,0.286,0.407,0.432,67.587
G. Whelan,cm,2,0.379,4.500,0.000,0.000,0.621,63.824
K. Källström,rcm,3,0.514,18.000,0.000,0.869,0.486,67.403
W. Hoolahan,cam,4,0.528,4.000,0.250,0.764,0.472,63.949
O. Lewicki,lcm,1,0.417,4.000,0.000,1.000,0.583,64.557
E. Forsberg,ram,26,0.353,2.500,0.192,0.000,0.647,64.627
A. Ekdal,cm,21,0.444,2.476,0.000,0.160,0.556,64.646
A. McGeady,lam,3,0.320,1.667,0.000,0.000,0.680,62.453
D. De Rossi,cm,25,0.574,8.960,0.160,0.600,0.426,75.020
E. Giaccherini,ram,20,0.445,4.500,0.100,0.326,0.555,66.983
A. Candreva,lam,37,0.392,10.000,0.514,0.463,0.608,77.290
A. Witsel,cm,8,0.485,1.625,0.125,0.104,0.515,63.596
M. Parolo,lcm,33,0.487,4.182,0.061,0.354,0.513,69.542
R. Nainggolan,cam,35,0.473,5.829,0.229,0.583,0.527,72.531
A. Florenzi,lam,36,0.435,11.194,0.417,0.539,0.565,79.046
T. Motta,cm,16,0.508,2.688,0.000,0.145,0.492,64.783
S. Sturaro,lcm,15,0.500,2.533,0.000,0.182,0.500,64.519
F. Bernardeschi,lam,19,0.528,3.632,0.000,0.454,0.472,66.852
J. Durmaz,cam,22,0.406,3.909,0.227,0.214,0.594,66.514
E. Zengin,ram,1,0.381,1.000,0.000,1.000,0.619,64.253
Z. Junuzović,cam,24,0.493,4.750,0.333,0.415,0.507,69.558
Á. Nagy,rcm,8,0.419,1.375,0.000,0.074,0.581,62.814
Z. Gera,cm,4,0.553,6.750,0.000,0.676,0.447,64.609
B. Dzsudzsák,cam,4,0.426,6.750,0.500,0.279,0.574,64.353
L. Kleinheisler,cam,2,0.438,6.000,0.000,1.000,0.562,64.535
M. Sabitzer,lam,24,0.408,7.333,0.333,0.396,0.592,71.113
J. Baumgartlinger,cm,22,0.677,3.591,0.045,0.522,0.323,69.444
Z. Stieber,ram,2,0.391,1.500,0.000,0.000,0.609,63.341
Vieirinha,lam,3,0.429,14.333,0.333,0.935,0.571,66.541
João Moutinho,cm,38,0.563,7.789,0.368,0.622,0.437,77.068
Danilo Pereira,cm,3,0.500,4.000,0.000,0.083,0.500,63.584
André Gomes,rcm,14,0.520,2.143,0.143,0.322,0.480,64.838
Nani,cam,18,0.344,2.444,0.167,0.000,0.656,63.298
B. Bjarnason,rcm,8,0.512,2.625,0.000,0.433,0.488,64.453
A. Gunnarsson,lcm,8,0.356,4.875,0.000,0.087,0.644,64.283
E. Hallfreðsson,rcm,17,0.452,2.471,0.176,0.071,0.548,64.482
William Carvalho,cm,9,0.615,6.444,0.000,0.679,0.385,67.707
S. Ilsanker,lcm,21,0.451,5.381,0.095,0.189,0.549,67.819
A. Schöpf,cm,14,0.344,2.929,0.071,0.081,0.656,63.291
Rafa Silva,ram,1,0.381,1.000,0.000,1.000,0.619,64.253
Á. Elek,lcm,2,0.364,1.000,0.000,0.000,0.636,63.201
G. Lovrencsics,ram,2,0.394,6.500,0.500,0.954,0.606,64.769
Á. Pintér,rcm,2,0.435,1.500,0.000,0.529,0.565,63.608
J. Jantscher,lam,1,0.435,3.000,0.000,1.000,0.565,64.488
C. Evans,lcm,1,0.435,3.000,0.000,1.000,0.565,64.488
J. Williams,cam,2,0.423,3.000,0.000,0.000,0.577,63.660
J. Greguš,rcm,1,0.381,1.000,0.000,1.000,0.619,64.253
E. Bjarnason,rcm,1,0.381,1.000,0.000,1.000,0.619,64.253
J. Toulalan,cdm,21,0.532,8.000,0.048,0.576,0.468,71.842
T. Mangani,rcm,35,0.485,12.343,0.343,0.657,0.515,80.987
B. Santamaria,cm,29,0.545,5.759,0.069,0.583,0.455,72.170
P. Capelle,cm,24,0.444,3.292,0.167,0.162,0.556,66.470
L. Lerager,lcm,37,0.426,4.405,0.027,0.473,0.574,69.286
Y. Sankharé,rcm,20,0.483,2.000,0.100,0.135,0.517,64.723
A. Fulgini,cam,26,0.398,3.192,0.154,0.133,0.602,66.083
V. Vada,lcm,14,0.453,3.143,0.071,0.342,0.547,64.855
L. Coulibaly,lcm,10,0.487,1.900,0.000,0.337,0.513,63.813
F. Tait,cam,29,0.390,4.621,0.103,0.192,0.610,68.110
Thiago Mendes,cam,28,0.478,4.214,0.071,0.254,0.522,68.627
A. Kačaniklić,lam,6,0.368,3.000,0.000,0.315,0.632,63.733
I. Amadou,cdm,29,0.582,4.586,0.000,0.601,0.418,71.170
V. Rongier,cm,26,0.556,3.038,0.115,0.333,0.444,68.208
Sergi Darder,cm,36,0.489,5.861,0.167,0.457,0.511,72.351
N. Fekir,cam,29,0.468,3.655,0.310,0.321,0.532,69.054
B. Corgnet,cam,17,0.312,4.294,0.118,0.277,0.688,64.809
L. Tousart,cm,31,0.470,2.032,0.000,0.000,0.530,65.758
D. Liénard,rcm,33,0.484,11.848,0.636,0.606,0.516,80.967
J. Martin,cm,36,0.479,3.500,0.250,0.348,0.521,69.425
A. Gonçalves,lam,29,0.344,7.621,0.276,0.317,0.656,71.661
J. Ferri,lcm,13,0.604,2.538,0.077,0.356,0.396,65.654
M. Sanson,cam,30,0.411,4.600,0.300,0.262,0.589,69.423
M. Lopez,lcm,21,0.512,4.905,0.238,0.490,0.488,69.047
R. Amalfitano,cm,33,0.514,7.182,0.152,0.588,0.486,74.240
Kwon Chang-Hoon,lam,30,0.282,3.700,0.100,0.000,0.718,65.434
J. Marié,cm,25,0.538,3.960,0.080,0.460,0.462,68.867
Luiz Gustavo,rcm,34,0.533,3.882,0.059,0.338,0.467,69.837
N. Sliti,ram,32,0.488,4.562,0.281,0.395,0.512,70.784
A. Zambo Anguissa,lcm,29,0.355,2.517,0.069,0.037,0.645,64.879
F. Balmont,lcm,17,0.446,3.706,0.059,0.038,0.554,65.120
F. Sammaritano,cam,21,0.432,3.571,0.238,0.312,0.568,66.513
L. Deaux,cm,25,0.508,4.480,0.200,0.549,0.492,69.586
R. Cohade,lcm,38,0.549,8.921,0.289,0.647,0.451,78.008
Y. Jouffre,lam,4,0.471,7.750,0.750,0.323,0.529,65.091
L. Phiri,cm,18,0.627,2.167,0.000,0.391,0.373,66.299
R. Camara,cam,13,0.339,3.231,0.000,0.000,0.661,63.139
Y. Salibur,lam,17,0.290,4.294,0.176,0.000,0.710,64.265
G. Poblete,rcm,21,0.596,3.524,0.000,0.455,0.404,67.938
G. Hein,ram,1,0.364,2.000,0.000,1.000,0.636,64.323
M. Coco,cam,26,0.333,2.923,0.077,0.000,0.667,64.460
L. Blas,cm,24,0.468,3.708,0.042,0.209,0.532,66.893
F. Mollet,cam,19,0.482,4.842,0.105,0.208,0.518,67.290
M. Diallo,cm,14,0.383,1.929,0.000,0.000,0.617,62.592
T. Lemar,ram,31,0.374,6.935,0.387,0.362,0.626,72.141
I. Sangaré,cm,19,0.458,7.105,0.053,0.464,0.542,69.401
Rony Lopes,cam,37,0.243,3.568,0.135,0.000,0.757,64.872
Fabinho,cm,34,0.661,6.353,0.118,0.699,0.339,75.588
Z. Machach,lam,3,0.400,3.333,0.333,0.384,0.600,63.520
Y. Bodiger,cm,7,0.400,2.857,0.000,0.179,0.600,63.640
A. Blin,cm,22,0.453,4.409,0.000,0.318,0.547,67.093
P. Lasne,rcm,35,0.452,6.314,0.086,0.551,0.548,72.224
V. Bessat,ram,23,0.446,7.609,0.261,0.505,0.554,71.558
J. Féret,cm,36,0.550,6.167,0.306,0.586,0.450,74.392
E. Skhiri,lcm,37,0.569,3.973,0.000,0.460,0.431,70.701
J. Delaplace,lcm,10,0.442,3.200,0.100,0.250,0.558,64.363
D. Avounou,rcm,9,0.349,4.778,0.111,0.000,0.651,64.308
S. Peeters,rcm,18,0.398,6.000,0.222,0.480,0.602,68.003
S. Sessègnon,cam,13,0.481,4.692,0.077,0.394,0.519,66.213
Á. di María,cam,31,0.326,7.677,0.419,0.309,0.674,72.307
M. Verratti,lcm,22,0.584,6.955,0.273,0.550,0.416,72.354
H. Manzala,ram,32,0.349,2.781,0.031,0.000,0.651,65.067
J. Pastore,cam,20,0.444,3.050,0.100,0.042,0.556,65.093
T. Ndombèlé,cm,22,0.536,2.227,0.136,0.417,0.464,66.531
G. Fofana,lcm,13,0.358,2.538,0.154,0.000,0.642,63.144
T. Monconduit,rcm,33,0.503,4.697,0.061,0.507,0.497,70.708
C. Charrier,cam,3,0.400,3.333,0.000,0.161,0.600,63.169
E. Bourgaud,lcm,14,0.423,3.643,0.286,0.213,0.577,65.252
A. Rabiot,rcm,30,0.509,2.867,0.133,0.226,0.491,68.161
V. Koziello,cm,22,0.613,2.500,0.045,0.551,0.387,67.695
B. Srarfi,lam,14,0.357,2.571,0.000,0.000,0.643,62.847
P. Lees Melou,cm,34,0.490,5.471,0.118,0.457,0.510,71.585
O. Selnæs,cm,26,0.536,6.269,0.115,0.619,0.464,71.956
A. Dioussé,rcm,17,0.489,4.118,0.059,0.256,0.511,66.288
R. Walter,cm,16,0.582,3.688,0.062,0.479,0.418,67.056
V. Eysseric,cam,17,0.456,3.471,0.235,0.307,0.544,65.933
B. Dabo,cm,23,0.420,2.652,0.261,0.252,0.580,65.805
J. Makengo,ram,4,0.448,2.250,0.000,0.184,0.552,62.517
F. Maouassa,ram,16,0.279,2.562,0.062,0.000,0.721,62.321
B. Bourigeaud,lcm,37,0.395,7.730,0.649,0.504,0.605,75.182
T. Dingomé,rcm,14,0.394,5.286,0.429,0.408,0.606,66.872
B. André,cm,34,0.500,4.412,0.088,0.479,0.500,70.430
K. Azamoum,lcm,29,0.354,3.793,0.069,0.118,0.646,66.448
B. Nivet,cam,22,0.452,2.909,0.136,0.298,0.548,65.983
A. Hunou,cam,17,0.396,1.941,0.059,0.000,0.604,63.038
S. Darbion,ram,21,0.410,4.048,0.238,0.225,0.590,66.549
J. Lea Siliki,rcm,28,0.393,4.107,0.071,0.196,0.607,67.270
S. Khaoui,cam,30,0.442,2.800,0.167,0.169,0.558,67.173
I. Sarr,cam,23,0.292,3.000,0.130,0.000,0.708,63.736
G. Kakuta,cam,36,0.390,5.861,0.500,0.327,0.610,71.808
J. Dompé,lam,1,0.364,2.000,0.000,1.000,0.636,64.323
G. N'Gosso,cm,9,0.561,4.111,0.111,0.548,0.439,66.026
C. Philipps,cm,11,0.522,6.364,0.091,0.532,0.478,67.509
H. Maïga,lcm,11,0.379,3.455,0.182,0.000,0.621,63.933
É. Didot,cm,22,0.412,6.591,0.000,0.500,0.588,69.097
A. Thomasson,ram,34,0.372,3.441,0.147,0.101,0.628,66.817
J. Iloki,lam,24,0.487,3.958,0.458,0.452,0.513,69.142
A. Touré,cm,32,0.463,4.438,0.062,0.312,0.537,69.356
R. Cabella,cam,28,0.452,5.286,0.250,0.311,0.548,70.159
J. Seri,rcm,31,0.518,5.581,0.129,0.638,0.482,72.308
H. Mahou,ram,2,0.391,1.500,0.000,0.000,0.609,63.341
A. Confais,lcm,11,0.556,3.909,0.000,0.639,0.444,66.114
J. Aholou,cm,30,0.518,3.133,0.033,0.403,0.482,68.627
Thiago Maia,rcm,31,0.494,4.452,0.000,0.430,0.506,69.791
Y. Bissouma,lcm,20,0.432,3.750,0.000,0.322,0.568,65.842
J. Grimm,lcm,17,0.515,2.824,0.000,0.448,0.485,65.623
Y. Cahuzac,cdm,17,0.513,3.412,0.059,0.345,0.487,66.081
Somália,lcm,23,0.333,2.391,0.174,0.000,0.667,63.752
Y. Aït Bennasser,cm,26,0.571,4.885,0.038,0.502,0.429,70.463
I. Faraj,lam,5,0.400,2.000,0.200,0.052,0.600,63.637
B. Sarr,lcm,23,0.357,4.739,0.348,0.233,0.643,67.349
Cafú,rcm,6,0.469,2.000,0.000,0.296,0.531,63.804
A. Jallow,rcm,1,0.435,3.000,1.000,1.000,0.565,64.753
R. Ghezzal,lam,24,0.406,3.167,0.083,0.290,0.594,65.884
F. Píriz,cm,11,0.510,2.636,0.000,0.225,0.490,64.367
A. Tameze,cm,21,0.575,2.524,0.048,0.365,0.425,66.715
W. Sneijder,ram,5,0.458,7.800,0.200,0.665,0.542,66.509
M. Amalfitano,cam,12,0.339,3.000,0.083,0.000,0.661,63.130
Andrei Girotto,cm,20,0.475,5.100,0.150,0.538,0.525,68.409
B. Pelé,cam,26,0.418,5.308,0.192,0.426,0.582,69.294
Xeka,cm,18,0.535,5.222,0.222,0.546,0.465,68.880
Otávio,cdm,19,0.602,5.947,0.158,0.586,0.398,70.419
N. Benezet,cam,27,0.351,4.222,0.185,0.091,0.649,66.784
G. Sertic,cdm,6,0.513,3.167,0.000,0.651,0.487,64.838
Y. Tielemans,lcm,23,0.491,4.000,0.000,0.242,0.509,67.199
N. Gandi,rcm,3,0.400,1.667,0.000,0.000,0.600,62.686
S. Moutoussamy,rcm,4,0.500,2.500,0.500,0.244,0.500,63.290
Y. El Ghanassy,cam,15,0.397,2.533,0.200,0.051,0.603,63.799
G. Lo Celso,cm,25,0.559,3.280,0.040,0.441,0.441,68.261
V. Pajot,cm,17,0.466,2.235,0.000,0.236,0.534,64.253
J. Repas,ram,12,0.327,2.417,0.083,0.000,0.673,62.617
S. Prcić,cm,19,0.612,5.053,0.000,0.718,0.388,69.532
M. Dossevi,lam,30,0.368,7.400,0.700,0.455,0.632,73.735
N. Mendy,cm,13,0.603,3.692,0.000,0.486,0.397,66.515
G. Imbula,cm,23,0.413,3.870,0.130,0.115,0.587,66.273
B. Zungu,cm,24,0.525,5.042,0.083,0.403,0.475,69.461
F. Bahlouli,cam,11,0.396,2.545,0.091,0.217,0.604,63.570
S. Meïté,rcm,19,0.507,2.474,0.053,0.261,0.493,65.372
W. Khazri,cam,24,0.477,4.583,0.333,0.281,0.523,68.927
J. Sambia,cam,25,0.389,3.720,0.200,0.203,0.611,66.618
H. Aouar,ram,26,0.463,3.385,0.038,0.320,0.537,67.133
C. Grenier,cam,15,0.424,9.200,0.467,0.567,0.576,70.840
Hernani,rcm,11,0.441,3.545,0.091,0.297,0.559,64.692
R. Krhin,cm,14,0.556,3.071,0.000,0.568,0.444,65.925
J. Nkololo,lam,8,0.419,2.875,0.375,0.071,0.581,64.201
F. Tabanou,rcm,14,0.414,8.071,0.214,0.523,0.586,68.873
N. Janvier,cam,2,0.458,2.000,0.000,0.529,0.542,63.741
C. Ben Saada,cam,11,0.390,1.909,0.000,0.000,0.610,62.639
L. Fournier,lam,1,0.364,2.000,0.000,1.000,0.636,64.323
M. Abeid,cm,15,0.339,2.600,0.000,0.000,0.661,62.741
A. Traoré,cam,1,0.429,1.000,0.000,1.000,0.571,64.304
V. Thill,cam,1,0.429,1.000,0.000,1.000,0.571,64.304
A. Lusamba,lcm,3,0.458,1.333,0.000,0.134,0.542,62.840
I. Diomandé,cdm,10,0.507,4.900,0.000,0.380,0.493,65.877
J. Deminguet,ram,10,0.381,4.300,0.400,0.029,0.619,64.874
Q. Boisgard,cam,6,0.290,1.833,0.000,0.000,0.710,62.559
V. Nogueira,rcm,1,0.385,6.000,0.000,1.000,0.615,64.700
Y. Gourcuff,cam,6,0.531,2.000,0.167,0.494,0.469,64.512
A. Ribelin,cdm,1,0.375,4.000,0.000,1.000,0.625,64.513
Vagner,cam,4,0.345,2.250,0.250,0.000,0.655,62.251
K. N'Doram,cdm,9,0.547,3.667,0.000,0.426,0.453,65.337
L. Puyo,cm,7,0.489,3.857,0.143,0.000,0.511,64.674
B. Soumaré,cm,6,0.387,1.833,0.000,0.106,0.613,63.149
D. Bahamboula,cam,1,0.381,1.000,0.000,1.000,0.619,64.253
G. Mandjeck,rcm,14,0.379,3.286,0.000,0.276,0.621,64.016
D. Miličević,ram,12,0.452,6.083,0.167,0.426,0.548,66.991
Z. Youssouf,lam,4,0.346,1.500,0.000,0.000,0.654,61.791
P. Oniangué,lcm,8,0.333,1.250,0.125,0.000,0.667,62.319
T. Stavitski,lam,8,0.326,2.875,0.250,0.078,0.674,63.416
Y. M'Vila,rcm,17,0.532,8.000,0.059,0.628,0.468,70.686
W. Cyprien,cm,12,0.438,3.667,0.083,0.206,0.562,64.706
C. Nkunku,ram,8,0.333,1.625,0.000,0.000,0.667,62.319
F. Boulaya,cam,4,0.452,2.750,0.000,0.000,0.548,62.571
P. Ntep,ram,14,0.362,2.714,0.071,0.082,0.638,63.292
L. Diarra,cm,10,0.534,3.800,0.000,0.488,0.466,65.531
J. Reine-Adelaide,lam,3,0.400,1.667,0.000,0.000,0.600,62.686
J. Kayembe,lam,1,0.400,5.000,0.000,1.000,0.600,64.628
Boschilia,lcm,2,0.333,2.000,0.000,0.000,0.667,63.308
E. Massouema,cm,2,0.348,1.500,0.000,0.000,0.652,63.253
E. Loiodice,cm,2,0.360,2.500,0.000,0.000,0.640,63.447
Y. Adli,cm,1,0.429,1.000,0.000,1.000,0.571,64.304
L. Goudiaby,lcm,1,0.381,1.000,0.000,1.000,0.619,64.253
T. Giresse,lam,1,0.429,1.000,0.000,1.000,0.571,64.304
C. Tolisso,cam,23,0.658,4.217,0.174,0.579,0.342,70.601
A. Vidal,rcm,21,0.679,4.381,0.095,0.646,0.321,70.338
C. Aránguiz,cm,27,0.552,6.778,0.074,0.574,0.448,72.771
S. Rudy,cm,19,0.600,3.684,0.158,0.510,0.400,68.212
D. Kohr,lcm,23,0.500,3.565,0.043,0.324,0.500,67.166
K. Bellarabi,lam,20,0.380,4.400,0.300,0.152,0.620,66.389
J. Brandt,cam,33,0.497,3.970,0.242,0.337,0.503,70.019
K. Kampl,lcm,25,0.423,4.680,0.240,0.427,0.577,68.619
T. Delaney,rcm,36,0.439,6.278,0.139,0.474,0.561,72.070
S. Zuber,rcm,19,0.321,4.684,0.053,0.036,0.679,64.940
M. Eggestein,lcm,28,0.434,3.071,0.071,0.184,0.566,66.659
K. Demirbay,cm,16,0.472,5.375,0.250,0.341,0.528,67.592
F. Kainz,ram,27,0.366,4.630,0.222,0.322,0.634,68.022
D. Geiger,cm,19,0.506,3.632,0.105,0.206,0.494,66.445
H. Nordtveit,cdm,14,0.544,4.214,0.000,0.306,0.456,66.295
N. Amiri,rcm,25,0.457,4.280,0.280,0.314,0.543,68.510
P. Bargfrede,cm,25,0.542,4.880,0.000,0.528,0.458,69.765
S. Gnabry,cam,18,0.377,2.722,0.167,0.000,0.623,63.892
E. Polanski,cm,5,0.464,1.600,0.000,0.407,0.536,63.816
A. Esswein,cam,8,0.370,3.250,0.250,0.123,0.630,63.944
M. Zimmermann,lcm,1,0.333,7.000,0.000,1.000,0.667,64.734
M. Weiser,lam,24,0.465,6.333,0.500,0.425,0.535,71.360
C. Gentner,cm,27,0.401,7.852,0.148,0.471,0.599,72.001
P. Skjelbred,cm,26,0.516,2.731,0.038,0.337,0.484,67.157
J. Brekalo,cam,26,0.347,3.885,0.269,0.192,0.653,66.656
O. Mangala,lcm,11,0.395,2.091,0.000,0.000,0.605,62.800
J. Schuster,cdm,18,0.535,5.944,0.389,0.581,0.465,70.023
J. de Guzmán,cm,16,0.508,6.250,0.375,0.522,0.492,69.289
M. Gaćinović,cam,23,0.400,3.261,0.217,0.165,0.600,65.872
D. Kamada,cam,2,0.478,1.500,0.000,1.000,0.522,63.856
M. Hasebe,cdm,27,0.535,5.074,0.000,0.616,0.465,70.588
M. Frantz,cm,13,0.478,2.000,0.000,0.059,0.522,63.551
N. Höfler,rcm,23,0.576,3.130,0.000,0.478,0.424,67.819
C. Kramer,lcm,26,0.547,4.923,0.000,0.524,0.453,70.125
I. Traoré,lam,6,0.478,4.333,0.500,0.269,0.522,65.477
M. Risse,lam,16,0.391,10.750,0.312,0.422,0.609,71.523
M. Lehmann,cdm,18,0.551,5.444,0.000,0.567,0.449,68.692
L. Bittencourt,ram,20,0.342,4.700,0.250,0.050,0.658,65.919
M. Jojić,cam,23,0.451,3.565,0.217,0.267,0.549,66.988
D. Zakaria,cm,23,0.518,1.565,0.000,0.121,0.482,64.855
N. Keïta,cm,24,0.427,3.167,0.042,0.158,0.573,65.744
D. Caligiuri,lcm,33,0.435,10.545,0.303,0.555,0.565,77.492
K. Laimer,lcm,19,0.439,3.263,0.105,0.297,0.561,65.552
N. Bentaleb,rcm,14,0.360,3.929,0.000,0.000,0.640,63.913
L. Goretzka,lcm,25,0.466,3.840,0.080,0.312,0.534,67.540
A. Harit,cam,21,0.397,2.048,0.190,0.010,0.603,63.953
W. McKennie,lcm,17,0.435,2.882,0.000,0.177,0.565,64.390
D. Baier,rcm,29,0.511,10.655,0.138,0.658,0.489,77.495
F. Kostić,ram,33,0.374,5.636,0.212,0.307,0.626,70.065
J. Schmid,lam,17,0.409,5.588,0.353,0.245,0.591,67.458
Caiuby,ram,32,0.448,3.844,0.219,0.239,0.552,68.834
Walace,rcm,17,0.507,2.765,0.059,0.389,0.493,65.549
N. Müller,lam,1,0.429,1.000,0.000,1.000,0.571,64.304
A. Hunt,cam,29,0.465,5.241,0.414,0.373,0.535,71.216
E. Thommy,cam,17,0.407,5.471,0.176,0.407,0.593,67.165
P. Schwegler,cm,27,0.500,6.815,0.222,0.605,0.500,72.688
D. Latza,rcm,27,0.523,4.000,0.185,0.419,0.477,69.462
A. Maxim,cam,20,0.421,2.800,0.150,0.077,0.579,64.804
F. Klaus,cam,25,0.452,4.240,0.240,0.290,0.548,68.240
R. Quaison,cam,14,0.302,1.643,0.000,0.000,0.698,61.631
L. Öztunali,lam,24,0.318,2.833,0.042,0.000,0.682,63.758
C. Pulisic,lam,32,0.340,4.062,0.250,0.288,0.660,67.827
Camacho,cdm,11,0.507,5.000,0.000,0.377,0.493,66.101
G. Castro,cam,17,0.427,4.882,0.235,0.228,0.573,66.713
D. Didavi,cam,30,0.312,3.600,0.133,0.000,0.688,65.837
R. Bazoer,cm,9,0.488,2.333,0.000,0.183,0.512,63.876
G. Haraguchi,cam,5,0.360,1.000,0.000,0.000,0.640,62.824
S. Kagawa,cam,19,0.475,4.158,0.263,0.433,0.525,67.427
D. Demme,cm,29,0.480,8.655,0.069,0.495,0.520,74.298
J. Haberer,cam,28,0.459,2.786,0.143,0.084,0.541,66.693
O. Bulut,lam,1,0.435,3.000,0.000,1.000,0.565,64.488
C. Clemens,lcm,10,0.377,4.900,0.200,0.279,0.623,65.153
F. Ribéry,ram,18,0.463,3.444,0.389,0.350,0.537,66.650
A. Robben,lam,20,0.520,4.000,0.250,0.400,0.480,67.906
J. Gondorf,cam,17,0.400,2.059,0.059,0.018,0.600,63.208
F. Bartels,lam,12,0.389,2.833,0.500,0.002,0.611,64.305
M. Arnold,rcm,27,0.484,7.519,0.259,0.648,0.516,73.450
J. Guilavogui,lcm,26,0.572,4.538,0.038,0.332,0.428,69.756
K. Boateng,cam,26,0.404,4.654,0.077,0.265,0.596,67.733
P. Herrmann,lam,16,0.385,4.438,0.188,0.228,0.615,65.610
Ja-Cheol Koo,cm,25,0.487,2.400,0.000,0.249,0.512,65.946
M. Heller,lam,22,0.286,5.136,0.136,0.093,0.714,65.806
L. Bénes,cm,2,0.480,2.500,1.000,0.000,0.520,64.198
J. Hofmann,lam,16,0.368,3.500,0.125,0.196,0.632,64.466
R. Khedira,cdm,30,0.493,4.267,0.033,0.380,0.507,69.516
M. Bakalorz,cm,22,0.378,3.545,0.136,0.122,0.622,65.386
M. Meyer,cm,17,0.568,3.176,0.059,0.407,0.432,66.548
Javi Martínez,cm,21,0.548,3.476,0.048,0.554,0.452,67.677
J. Rodríguez,cam,25,0.599,7.680,0.520,0.674,0.401,75.280
N. Schulz,ram,26,0.332,6.308,0.346,0.147,0.668,69.157
V. Sierro,cam,3,0.323,3.667,0.333,0.000,0.677,63.189
G. Fernandes,cm,7,0.441,2.000,0.000,0.302,0.559,63.584
B. Stambouli,lcm,26,0.551,8.231,0.038,0.511,0.449,73.748
M. Höger,cm,22,0.561,4.273,0.000,0.482,0.439,68.549
J. Morávek,cm,11,0.471,2.818,0.091,0.228,0.529,64.358
L. Holtby,cm,14,0.484,5.357,0.143,0.426,0.516,67.131
K. Havertz,lam,28,0.579,2.679,0.036,0.411,0.421,68.497
M. Schmiedebach,cm,4,0.417,4.000,0.250,0.000,0.583,63.061
S. Serdar,lcm,14,0.468,1.929,0.071,0.000,0.532,63.539
M. Dahoud,rcm,15,0.529,3.200,0.067,0.344,0.471,65.750
J. Weigl,cm,25,0.513,3.880,0.040,0.459,0.487,68.348
F. Passlack,lcm,2,0.458,2.000,0.500,0.000,0.542,63.816
I. Hajrović,lam,5,0.433,2.000,0.000,0.233,0.567,63.697
L. Bender,lcm,20,0.476,5.200,0.100,0.494,0.524,68.285
R. Kent,cam,3,0.276,3.000,0.000,0.000,0.724,62.648
B. Jatta,lam,5,0.419,2.200,0.000,0.226,0.581,63.704
S. Salihović,cam,10,0.433,4.000,0.200,0.184,0.567,64.898
S. Ascacíbar,lcm,25,0.440,2.840,0.000,0.097,0.560,65.492
O. Duda,cam,10,0.342,1.800,0.100,0.000,0.658,62.439
M. Cuisance,lcm,22,0.472,3.136,0.182,0.342,0.528,66.653
D. Burnic,rcm,5,0.432,3.400,0.000,0.522,0.568,64.429
F. Johnson,rcm,8,0.361,2.000,0.125,0.000,0.639,62.895
D. Kaiser,lam,6,0.438,4.667,0.167,0.507,0.562,65.185
J. Gbamin,cm,29,0.517,5.310,0.000,0.524,0.483,70.945
M. Wolf,lam,27,0.413,6.889,0.259,0.582,0.587,71.716
L. Rupp,cm,16,0.373,2.438,0.125,0.000,0.627,63.307
F. Kath,ram,13,0.444,1.923,0.077,0.054,0.556,63.359
S. Özcan,cm,18,0.530,2.556,0.056,0.389,0.470,65.760
G. Kačar,cdm,3,0.406,4.000,0.000,0.307,0.594,63.420
Y. Ravet,lam,7,0.433,6.714,0.429,0.486,0.567,66.608
F. Grillitsch,cm,22,0.518,5.318,0.091,0.465,0.482,69.295
S. Maier,rcm,5,0.500,3.600,0.000,0.359,0.500,64.684
V. Grifo,ram,12,0.425,5.583,0.250,0.332,0.575,66.465
M. Stendera,cm,6,0.333,2.667,0.000,0.000,0.667,63.139
S. Medojević,lcm,1,0.381,1.000,0.000,1.000,0.619,64.253
T. Ito,cam,16,0.377,3.562,0.125,0.014,0.623,64.298
V. Janjičić,cm,4,0.375,3.000,0.000,0.000,0.625,62.364
A. Barkok,cam,7,0.419,1.571,0.143,0.000,0.581,63.166
A. Maier,lcm,16,0.418,2.938,0.125,0.188,0.582,64.478
I. Fossum,rcm,17,0.439,3.647,0.176,0.226,0.561,65.624
V. Lazaro,cam,22,0.430,4.909,0.318,0.353,0.570,68.307
B. Özcan,ram,12,0.467,3.333,0.000,0.247,0.533,64.600
C. Stanko,cdm,3,0.452,3.667,0.000,0.468,0.548,63.549
G. Holtmann,ram,14,0.378,5.571,0.214,0.265,0.622,66.233
A. Ouahim,lam,1,0.381,1.000,0.000,1.000,0.619,64.253
N. Sarenren-Bazee,lam,3,0.407,2.333,0.000,0.307,0.593,63.018
O. Käuper,cm,1,0.375,4.000,0.000,1.000,0.625,64.513
J. Sancho,ram,9,0.389,3.778,0.111,0.318,0.611,64.373
R. Steffen,cm,10,0.407,3.400,0.100,0.000,0.593,63.918
Omar Mascarell,cm,9,0.542,5.778,0.111,0.685,0.458,67.010
M. Dräger,lam,1,0.381,1.000,0.000,1.000,0.619,64.253
N. de Jong,cm,10,0.523,2.400,0.000,0.237,0.477,64.263
