Player,PrimaryPosition,Games,GroundDuelAcc,AerialDuelAcc,GroundDuelsPG,ClearancesPG,FoulsPG,Consistency,SlidingTacklesPG,SlidingTackleAcc,InterceptionsPG,AnticipationRatio,Rating
V. Stocker,cam,3,0.476,0.429,2.00,0.333,1.333,0.647,0.00,0.400,1.00,0.375,73.705
I. Belfodil,st,26,0.402,0.561,2.58,0.385,2.423,0.017,0.04,0.375,0.73,0.184,65.628
V. Sierro,cam,4,0.324,0.476,4.75,0.000,1.500,0.000,0.00,0.400,2.00,0.375,72.271
Y. Ravet,lam,10,0.426,0.556,3.20,0.400,1.000,0.000,0.00,0.400,1.70,0.375,70.986
M. Schmelzer,rb,18,0.529,0.564,7.67,2.667,1.000,0.565,0.56,0.520,6.78,0.613,82.798
C. Söyüncü,rb,26,0.624,0.645,7.00,3.192,1.038,0.728,0.58,0.467,5.04,0.796,86.435
L. Kübler,lb,15,0.570,0.667,6.13,2.467,0.600,0.606,0.27,0.368,5.87,0.524,80.283
C. Salcedo,cb,24,0.397,0.658,5.46,2.792,1.375,0.338,0.46,0.577,6.88,0.615,78.135
A. Rebić,rw,31,0.466,0.350,5.19,0.290,2.419,0.446,0.52,0.387,2.10,0.131,72.616
M. Russ,cb,19,0.581,0.655,3.74,2.000,0.632,0.498,0.37,0.409,5.05,0.625,78.829
J. Villalba,st,1,0.400,0.353,0.00,0.000,1.000,1.000,0.00,0.400,0.00,0.400,74.247
B. Stambouli,lcm,28,0.565,0.627,8.57,1.536,1.607,0.601,0.96,0.619,5.54,0.771,87.224
A. Beck,lb,23,0.486,0.531,6.87,1.217,1.478,0.667,0.74,0.344,3.52,0.600,79.597
S. Ascacíbar,cm,29,0.449,0.477,7.93,0.724,1.345,0.503,1.45,0.509,5.59,0.543,83.823
M. Höger,cm,23,0.471,0.603,6.91,0.957,1.478,0.679,0.96,0.270,4.22,0.478,79.886
D. Opare,lb,17,0.525,0.589,6.18,2.353,1.294,0.509,1.06,0.455,4.53,0.560,81.718
Jorge Meré,cb,22,0.479,0.660,4.73,3.045,0.682,0.309,0.45,0.480,6.77,0.542,79.047
J. Morávek,cm,16,0.461,0.532,6.25,0.438,1.562,0.337,0.44,0.318,3.00,0.571,74.930
Bernardo,rb,17,0.537,0.660,7.12,2.353,1.706,0.639,1.18,0.514,6.24,0.500,84.023
G. Sakai,cb,29,0.482,0.458,7.14,1.069,1.103,0.640,0.69,0.486,4.69,0.590,81.109
L. Balogun,lb,17,0.616,0.654,10.00,3.412,1.588,0.771,0.82,0.414,6.53,0.729,87.483
S. Serdar,cam,25,0.435,0.587,6.84,0.640,1.400,0.319,0.40,0.400,3.32,0.452,75.803
K. Havertz,lam,30,0.452,0.519,3.33,0.300,1.033,0.250,0.17,0.450,2.63,0.387,71.220
J. Pohjanpalo,st,7,0.421,0.538,0.57,0.286,0.286,0.000,0.00,0.400,0.43,0.375,70.652
K. Onisiwo,lam,8,0.400,0.483,3.12,0.750,1.125,0.047,0.75,0.476,1.88,0.353,73.283
William,rb,22,0.492,0.480,10.05,1.864,1.227,0.577,0.77,0.500,6.45,0.688,84.561
M. Schmiedebach,cm,5,0.395,0.304,4.60,0.400,0.800,0.280,0.80,0.421,2.40,0.444,74.416
I. Bebou,st,30,0.476,0.559,3.63,0.267,0.700,0.296,0.23,0.455,2.50,0.229,72.921
J. Gbamin,cdm,30,0.545,0.679,8.07,1.833,1.600,0.686,0.07,0.471,6.17,0.526,82.062
J. Weigl,cm,25,0.469,0.568,6.56,1.120,1.560,0.393,1.44,0.471,4.68,0.565,82.021
A. Isak,st,5,0.450,0.483,1.00,0.000,0.400,0.000,0.00,0.400,0.00,0.400,71.723
F. Lustenberger,cb,23,0.520,0.659,4.87,2.130,0.783,0.487,1.00,0.474,5.48,0.609,82.001
I. Hajrović,lam,9,0.367,0.333,1.67,0.000,0.778,0.071,0.00,0.400,0.56,0.438,69.092
L. Jović,st,22,0.435,0.345,1.41,0.091,0.909,0.289,0.27,0.381,0.68,0.241,68.408
L. Bender,lcm,20,0.663,0.603,7.40,1.400,0.550,0.690,0.80,0.452,4.80,0.618,85.772
P. Retsos,cb,24,0.610,0.580,6.54,1.125,1.583,0.670,0.67,0.452,4.04,0.706,82.584
R. Kent,cam,6,0.370,0.286,2.00,0.167,0.500,0.155,0.33,0.412,0.83,0.353,71.619
B. Jatta,lam,10,0.541,0.477,2.20,0.300,1.000,0.000,0.20,0.412,1.20,0.300,72.123
Douglas Santos,rb,27,0.546,0.535,9.07,2.296,1.333,0.651,0.19,0.450,7.19,0.621,83.458
S. Salihović,cam,10,0.368,0.500,2.30,0.000,0.800,0.000,0.40,0.421,0.90,0.500,70.634
T. Knöll,lw,1,0.438,0.353,1.00,0.000,0.000,1.000,0.00,0.400,1.00,0.400,74.552
D. Maroh,cb,11,0.651,0.654,6.45,4.000,0.455,0.508,1.18,0.464,7.91,0.690,84.966
M. Wolf,lam,28,0.449,0.353,6.79,0.679,0.929,0.446,0.50,0.379,4.00,0.405,76.565
T. Sippel,gk,5,0.412,0.400,0.40,1.000,0.000,0.000,0.20,0.438,1.20,0.400,72.082
M. Cuisance,lam,24,0.436,0.436,4.25,0.250,1.250,0.394,0.79,0.382,2.08,0.355,74.061
D. Burnic,ram,6,0.367,0.375,5.67,0.000,2.333,0.434,0.50,0.333,1.17,0.438,73.071
B. Schmitz,lb,1,0.500,0.474,7.00,2.000,0.000,1.000,0.00,0.400,1.00,0.375,75.476
Y. Mvogo,gk,1,0.400,0.400,0.00,0.000,0.000,1.000,0.00,0.400,2.00,0.400,74.416
M. Compper,cb,2,0.400,0.571,2.50,1.500,0.500,0.717,0.00,0.400,3.00,0.438,74.474
V. Janjičić,cm,7,0.463,0.400,3.71,0.714,0.857,0.000,0.29,0.471,3.43,0.375,73.378
J. Bruun Larsen,lw,5,0.385,0.412,2.20,0.200,1.400,0.297,0.00,0.400,0.80,0.412,71.709
Jairo Samperio,cam,13,0.333,0.325,3.46,0.308,0.923,0.095,0.00,0.400,0.69,0.333,68.522
L. Caldirola,rb,1,0.522,0.471,8.00,2.000,0.000,1.000,1.00,0.375,5.00,0.471,76.115
G. Itter,rb,5,0.513,0.500,12.20,1.600,0.600,0.767,0.80,0.474,4.80,0.471,80.306
N. Moisander,rb,25,0.509,0.576,6.00,3.120,1.360,0.532,0.68,0.469,6.52,0.676,81.990
L. Alario,st,23,0.362,0.409,2.35,0.522,1.913,0.030,0.26,0.333,1.48,0.200,65.929
T. Ito,cam,20,0.463,0.345,3.35,0.050,0.700,0.293,0.30,0.429,1.50,0.276,71.711
S. Özcan,cm,23,0.406,0.595,8.78,0.826,2.391,0.519,0.74,0.312,4.22,0.400,77.852
G. Kačar,cdm,5,0.571,0.500,5.40,0.800,0.400,0.000,0.80,0.474,2.40,0.550,76.557
D. Ginczek,st,23,0.329,0.460,2.78,0.391,1.435,0.020,0.17,0.421,1.22,0.216,66.442
I. Konaté,lb,16,0.553,0.667,4.94,2.750,0.812,0.621,0.50,0.522,4.50,0.640,80.856
C. Pizarro,rw,16,0.595,0.500,1.38,0.312,0.375,0.371,0.19,0.500,1.12,0.364,74.005
T. Handwerker,rb,11,0.610,0.423,2.36,0.545,0.091,0.600,0.18,0.412,0.64,0.389,75.338
V. Lazaro,cam,26,0.455,0.381,5.35,0.615,0.731,0.402,0.15,0.474,3.00,0.235,74.103
R. Hack,lam,3,0.458,0.444,3.00,0.667,0.333,0.570,0.33,0.438,1.00,0.471,74.644
V. Grifo,ram,17,0.500,0.522,1.94,0.176,0.118,0.110,0.00,0.400,1.41,0.444,70.923
M. Stendera,cm,7,0.522,0.455,7.43,0.571,1.143,0.756,0.86,0.381,3.71,0.471,78.342
S. Medojević,lcm,1,0.375,0.438,1.00,1.000,0.000,1.000,0.00,0.400,4.00,0.400,74.597
E. Ofori,lcm,1,0.333,0.400,3.00,0.000,2.000,1.000,1.00,0.375,1.00,0.400,74.739
U. Garcia,rb,1,0.409,0.471,7.00,1.000,4.000,1.000,0.00,0.400,2.00,0.400,74.781
J. Arp,st,18,0.328,0.324,2.89,0.278,1.333,0.149,0.06,0.375,0.78,0.176,66.519
M. Zetterer,gk,1,0.400,0.400,0.00,0.000,1.000,1.000,0.00,0.400,0.00,0.400,74.267
V. Osimhen,lw,12,0.440,0.429,0.83,0.750,0.667,0.000,0.08,0.375,1.08,0.273,69.189
K. Danso,lb,16,0.586,0.495,4.50,1.938,1.125,0.543,0.31,0.400,4.50,0.667,78.035
S. Posch,cb,9,0.560,0.568,10.44,2.444,1.222,0.841,0.89,0.304,5.89,0.571,82.613
M. Richter,lw,12,0.387,0.390,5.00,0.417,1.417,0.000,1.25,0.500,1.17,0.308,74.584
D. Selke,st,27,0.400,0.585,3.33,0.481,2.185,0.312,0.00,0.400,1.33,0.200,68.066
A. Barkok,cam,9,0.553,0.433,3.56,0.333,0.889,0.455,0.33,0.444,1.56,0.353,74.916
E. Insúa,rb,25,0.485,0.521,6.24,0.840,0.920,0.449,0.16,0.368,4.84,0.452,76.261
P. Olkowski,lb,5,0.382,0.375,10.60,2.600,1.800,0.409,0.40,0.412,5.40,0.438,76.766
A. Maier,cm,17,0.495,0.444,5.65,0.824,0.294,0.584,0.00,0.400,3.88,0.400,75.941
R. Koch,cb,26,0.478,0.645,4.65,1.808,1.154,0.332,0.38,0.440,5.12,0.621,76.871
Coke,cb,17,0.444,0.507,7.47,1.941,1.412,0.383,1.29,0.432,5.59,0.545,81.095
J. Sancho,ram,12,0.512,0.419,2.33,0.083,0.083,0.323,0.00,0.400,1.50,0.333,72.250
I. Fossum,rcm,19,0.431,0.443,5.32,0.579,0.579,0.481,0.11,0.471,3.89,0.375,74.474
K. Akpoguma,lb,22,0.601,0.564,7.64,1.636,1.045,0.543,0.27,0.476,4.59,0.455,81.942
T. Jantschke,lb,13,0.583,0.580,3.46,0.692,0.615,0.573,0.46,0.429,2.00,0.565,77.133
Dong-Won Ji,rw,3,0.368,0.375,1.33,0.333,0.667,0.000,0.00,0.400,0.67,0.400,72.346
J. Brooks,rb,9,0.492,0.523,5.11,2.889,1.000,0.630,0.67,0.381,5.67,0.474,78.052
R. Zentner,gk,15,0.381,0.520,0.40,1.200,0.133,0.000,0.00,0.400,2.07,0.400,68.339
D. Blum,ram,2,0.333,0.353,1.50,0.000,1.500,0.000,0.00,0.400,0.00,0.400,72.741
O. Sorg,lb,22,0.525,0.491,8.32,1.909,0.818,0.479,1.18,0.512,5.05,0.780,85.356
A. Grgic,ram,1,0.400,0.375,0.00,0.000,1.000,1.000,0.00,0.400,0.00,0.375,74.253
C. Stanko,cdm,6,0.581,0.393,2.67,1.500,0.500,0.789,0.17,0.438,2.67,0.400,75.762
Juan Bernat,rb,11,0.658,0.432,5.27,0.364,0.364,0.729,1.00,0.538,1.91,0.435,81.166
M. Mittelstädt,rb,11,0.485,0.543,4.64,1.000,0.545,0.113,0.73,0.478,1.91,0.500,76.094
J. Drmic,lw,15,0.484,0.485,1.07,0.067,0.267,0.411,0.07,0.375,0.27,0.368,70.737
M. Esser,gk,3,0.375,0.471,0.33,0.000,0.000,1.000,0.00,0.400,1.33,0.400,73.496
Miiko Albornoz,rb,10,0.549,0.444,6.70,2.000,1.100,0.403,0.30,0.389,4.20,0.450,77.481
G. Holtmann,ram,17,0.434,0.475,4.00,0.529,0.765,0.118,0.12,0.353,2.29,0.360,71.165
K. Guédé,lw,2,0.389,0.412,1.50,0.000,0.500,1.000,0.00,0.400,0.50,0.400,74.014
R. Weidenfeller,gk,1,0.400,0.400,0.00,0.000,0.000,1.000,0.00,0.400,1.00,0.400,74.397
Y. Bisseck,lb,3,0.480,0.536,3.33,1.333,0.333,0.056,0.33,0.438,2.33,0.400,74.576
A. Ouahim,lam,1,0.471,0.400,2.00,0.000,0.000,1.000,0.00,0.400,0.00,0.375,74.715
N. Nartey,cb,1,0.375,0.400,1.00,0.000,0.000,1.000,0.00,0.400,0.00,0.400,74.422
A. Hack,rb,15,0.571,0.687,7.87,3.800,0.667,0.635,0.93,0.552,8.13,0.656,86.403
E. Berggreen,st,14,0.400,0.456,1.07,0.357,1.429,0.045,0.21,0.444,1.21,0.214,68.333
M. Friedl,rb,9,0.493,0.531,6.00,1.667,0.667,0.674,0.67,0.381,4.89,0.542,78.283
O. Wriedt,rw,1,0.444,0.353,3.00,0.000,0.000,1.000,0.00,0.400,0.00,0.375,74.738
B. Risa,cb,2,0.391,0.400,4.00,0.000,1.000,0.529,1.00,0.412,1.00,0.375,74.833
T. Starke,gk,2,0.400,0.400,0.00,0.000,0.000,1.000,0.00,0.400,2.50,0.400,73.951
C. Führich,ram,2,0.444,0.444,6.00,0.000,0.000,0.293,0.00,0.400,0.50,0.400,74.628
F. Kusič,rb,1,0.389,0.400,3.00,0.000,1.000,1.000,0.00,0.400,1.00,0.400,74.553
N. Sarenren-Bazee,lam,7,0.435,0.480,1.14,0.143,0.571,0.184,0.14,0.438,0.71,0.375,71.594
O. Käuper,cm,1,0.429,0.389,20.00,0.000,6.000,1.000,3.00,0.389,2.00,0.471,76.527
J. Bruma,lb,11,0.512,0.605,6.09,2.455,1.091,0.507,0.73,0.522,4.82,0.667,79.826
M. Benger,lcm,1,0.400,0.400,0.00,0.000,0.000,1.000,0.00,0.400,1.00,0.400,74.397
R. Steffen,cm,15,0.528,0.350,3.80,0.200,1.333,0.313,0.47,0.409,1.53,0.421,73.755
M. Gulde,cb,17,0.480,0.636,5.00,4.000,0.353,0.328,0.29,0.350,5.65,0.571,78.312
Omar Mascarell,cm,9,0.438,0.562,6.44,0.333,1.889,0.450,1.11,0.560,3.89,0.478,77.639
L. Höler,lw,13,0.409,0.500,5.62,0.385,1.308,0.320,0.69,0.500,1.92,0.240,75.028
M. Dräger,lam,2,0.500,0.400,1.50,0.000,0.500,1.000,0.00,0.400,1.00,0.400,74.458
J. Pollersbeck,gk,10,0.412,0.412,0.20,0.700,0.100,0.000,0.00,0.400,1.80,0.400,69.388
N. de Jong,cdm,11,0.477,0.639,2.64,1.455,0.818,0.250,1.36,0.367,4.73,0.471,77.047
A. Ujah,st,11,0.455,0.396,0.64,0.182,0.364,0.157,0.09,0.375,0.45,0.286,69.753
T. Kraft,gk,4,0.400,0.400,0.00,1.000,0.250,1.000,0.00,0.400,2.00,0.400,73.305
R. Gikiewicz,gk,2,0.400,0.400,0.00,0.500,0.000,1.000,0.00,0.400,1.00,0.400,73.975
J. Elez,rb,10,0.562,0.558,6.50,2.100,0.600,0.645,0.00,0.400,5.50,0.654,78.420
E. Rexhbecaj,rcm,4,0.379,0.296,3.50,0.250,1.000,0.000,0.75,0.444,1.25,0.438,73.421
S. Jung,lb,2,0.364,0.400,3.50,2.500,0.500,1.000,0.00,0.400,1.00,0.400,74.678
M. Akanji,cb,15,0.644,0.534,7.80,2.267,0.733,0.791,0.60,0.500,4.53,0.643,84.501
R. Zulj,cam,5,0.417,0.424,1.80,0.200,1.000,0.134,0.20,0.375,1.40,0.375,72.051
M. Rashica,lw,9,0.308,0.364,2.67,0.111,0.444,0.000,0.22,0.353,0.89,0.286,69.427
M. Fabián,cam,8,0.375,0.417,3.12,0.125,1.250,0.105,0.00,0.400,0.50,0.333,70.368
M. Reus,st,14,0.544,0.357,3.79,0.786,1.214,0.421,0.36,0.350,2.86,0.346,74.344
K. Jakob,cb,2,0.429,0.444,3.00,0.000,0.000,1.000,0.00,0.400,2.50,0.400,74.644
S. Parker,rw,2,0.471,0.375,1.00,0.000,0.500,1.000,0.00,0.400,0.50,0.400,74.214
M. Egbo,lb,1,0.375,0.438,1.00,1.000,0.000,1.000,0.00,0.400,0.00,0.400,74.521
F. Müller,gk,5,0.400,0.500,0.00,0.400,0.000,1.000,0.00,0.400,1.80,0.400,73.058
J. Vagnoman,lb,1,0.389,0.400,3.00,0.000,0.000,1.000,0.00,0.400,0.00,0.400,74.645
C. Janker,lb,4,0.500,0.300,2.25,0.750,0.250,0.704,0.00,0.400,1.00,0.400,74.051
L. Maina,lam,2,0.474,0.375,2.00,0.000,0.000,0.717,0.00,0.400,1.00,0.400,74.309
M. Steinmann,cdm,8,0.474,0.578,7.62,0.375,1.875,0.581,0.25,0.412,5.88,0.545,76.481
Pablo Ínsua,lb,1,0.412,0.412,2.00,1.000,1.000,1.000,1.00,0.375,1.00,0.400,75.003
J. Schieber,rw,3,0.435,0.500,2.67,0.667,0.667,0.434,0.33,0.438,0.67,0.375,74.195
C. Teuchert,rw,4,0.444,0.375,0.75,0.000,0.000,1.000,0.00,0.400,0.25,0.400,73.529
F. Mayer,lb,1,0.412,0.412,2.00,0.000,0.000,1.000,0.00,0.400,1.00,0.400,74.620
S. Ambrosius,lb,1,0.500,0.353,5.00,3.000,0.000,1.000,0.00,0.400,2.00,0.471,75.344
M. Gouaida,rcm,1,0.421,0.421,4.00,2.000,0.000,1.000,0.00,0.400,3.00,0.400,75.040
Sergio Gómez,lam,2,0.400,0.400,0.00,0.000,0.000,1.000,0.00,0.400,0.00,0.400,73.861
P. Jaeckel,lb,3,0.467,0.600,5.00,1.333,1.333,0.579,1.00,0.333,6.67,0.471,76.099
T. Strobl,cm,4,0.435,0.615,2.00,0.500,0.250,0.000,0.25,0.375,2.25,0.412,73.287
T. Hübers,lb,5,0.508,0.605,9.60,2.800,1.800,0.687,0.20,0.375,8.80,0.471,78.161
R. Özcan,gk,1,0.375,0.400,1.00,0.000,0.000,1.000,0.00,0.400,0.00,0.400,74.422
L. Mai,lb,2,0.448,0.409,7.00,2.500,1.000,0.604,0.00,0.400,2.00,0.471,75.290
F. Evina,rw,2,0.524,0.500,3.00,0.000,0.500,0.000,1.00,0.471,2.00,0.375,75.050
N. Dorsch,cam,1,0.350,0.375,5.00,0.000,2.000,1.000,2.00,0.471,1.00,0.400,75.452
M. Shabani,lam,1,0.389,0.375,3.00,0.000,0.000,1.000,0.00,0.400,1.00,0.353,74.648
M. Ćavar,lcm,1,0.421,0.400,4.00,0.000,0.000,1.000,0.00,0.400,0.00,0.400,74.809
A. Luthe,gk,2,0.400,0.438,0.00,1.500,0.000,1.000,0.00,0.400,3.00,0.400,74.232
P. Dárdai,rw,2,0.421,0.353,2.00,0.000,0.500,0.000,0.00,0.400,1.00,0.400,73.420
R. Baku,rcm,3,0.424,0.391,6.00,0.667,1.667,0.843,0.67,0.353,2.33,0.412,75.354
A. Meier,rw,1,0.400,0.438,0.00,0.000,0.000,1.000,0.00,0.400,0.00,0.400,74.393
S. Asta,lb,1,0.412,0.400,2.00,0.000,0.000,1.000,0.00,0.400,1.00,0.400,74.615
A. Nübel,gk,1,0.438,0.438,1.00,0.000,0.000,1.000,0.00,0.400,1.00,0.400,74.587
A. Baba,rb,1,0.476,0.400,6.00,1.000,0.000,1.000,0.00,0.400,6.00,0.400,75.314
E. Džeko,st,36,0.426,0.640,2.39,0.556,1.083,0.297,0.03,0.375,1.33,0.158,68.488
A. Kolarov,rb,38,0.493,0.692,5.42,1.711,0.842,0.484,0.24,0.458,5.05,0.531,78.877
J. Palomino,cb,26,0.571,0.687,9.19,2.154,1.346,0.564,0.19,0.400,5.23,0.708,83.521
B. Cristante,lam,37,0.484,0.602,6.35,0.378,1.595,0.477,0.05,0.471,2.70,0.340,75.447
A. Petagna,lw,29,0.448,0.494,1.79,0.069,0.862,0.211,0.00,0.400,0.83,0.184,67.591
Juan Jesus,rb,22,0.527,0.500,6.91,1.455,1.000,0.657,0.09,0.412,3.64,0.640,78.761
D. Perotti,rw,25,0.511,0.452,3.16,0.240,0.480,0.349,0.00,0.400,1.88,0.265,71.859
A. Gómez,rw,33,0.439,0.212,2.52,0.091,0.636,0.164,0.09,0.389,1.39,0.242,67.164
J. Kurtič,cam,30,0.514,0.591,4.43,0.600,1.000,0.407,0.57,0.469,2.23,0.345,76.874
R. Gosens,rb,21,0.542,0.614,6.67,1.619,1.000,0.509,1.24,0.537,3.67,0.545,84.064
R. Freuler,rcm,35,0.472,0.476,7.80,0.371,1.171,0.537,0.26,0.417,4.40,0.433,77.985
K. Manolas,lb,29,0.587,0.723,4.66,2.448,0.931,0.657,0.76,0.622,4.76,0.763,85.032
A. Masiello,cb,31,0.542,0.656,6.06,3.452,0.645,0.610,0.39,0.593,6.29,0.659,84.700
Rafael Tolói,lb,31,0.583,0.602,7.71,2.258,1.065,0.624,0.61,0.500,6.06,0.764,86.022
G. Defrel,lw,15,0.370,0.417,2.07,0.200,0.333,0.017,0.13,0.353,0.93,0.375,68.317
Alisson,gk,42,0.400,0.615,0.00,0.548,0.048,1.000,0.00,0.400,2.52,0.400,70.160
K. Strootman,ram,32,0.446,0.544,6.19,0.344,1.438,0.414,0.47,0.500,2.84,0.394,76.262
Bruno Peres,lb,18,0.481,0.459,5.17,0.611,0.833,0.447,0.33,0.429,3.67,0.536,75.708
H. Hateboer,lb,33,0.528,0.592,4.48,0.879,0.727,0.491,0.58,0.529,3.18,0.378,79.030
A. Cornelius,lw,26,0.397,0.567,1.85,0.154,1.000,0.159,0.12,0.444,0.62,0.179,67.620
J. Iličić,lw,31,0.411,0.380,2.97,0.129,0.677,0.207,0.42,0.357,1.48,0.214,69.369
M. de Roon,lcm,34,0.478,0.545,8.24,0.647,1.735,0.544,0.53,0.364,4.38,0.700,79.682
F. Fazio,cb,35,0.646,0.822,4.57,2.514,0.771,0.648,0.06,0.353,6.17,0.686,82.366
L. Pellegrini,lam,28,0.465,0.548,5.54,0.643,0.964,0.457,0.71,0.343,3.25,0.517,77.145
F. Di Francesco,rw,24,0.421,0.314,4.12,0.542,1.042,0.496,0.54,0.429,2.21,0.375,73.328
D. Maietta,cb,7,0.475,0.462,3.57,1.143,0.429,0.302,0.14,0.375,3.86,0.550,74.112
S. De Maio,cb,26,0.578,0.535,5.62,3.692,1.308,0.506,0.15,0.474,6.23,0.647,81.074
A. Mirante,gk,33,0.368,0.667,0.12,0.364,0.152,0.000,0.00,0.400,1.70,0.400,65.082
N. N'Koulou,lb,37,0.587,0.635,5.81,2.486,1.189,0.547,0.54,0.486,5.68,0.700,83.866
E. Moretti,rb,22,0.626,0.621,5.64,2.136,0.864,0.651,1.14,0.450,4.64,0.571,85.309
A. Acquah,lcm,22,0.444,0.489,2.59,0.273,0.864,0.276,0.05,0.438,1.36,0.450,70.190
C. Molinaro,rb,20,0.516,0.660,6.90,1.850,1.250,0.467,0.20,0.474,3.80,0.677,79.222
V. Torosidis,lb,16,0.465,0.605,3.50,1.312,0.625,0.468,0.56,0.458,3.31,0.526,76.207
A. Belotti,rw,32,0.463,0.472,4.53,0.500,1.906,0.360,0.75,0.487,1.16,0.169,74.486
S. Taïder,cm,9,0.474,0.435,2.56,0.222,0.556,0.105,0.11,0.438,0.89,0.438,72.019
A. Masina,rb,34,0.520,0.716,8.38,1.853,1.706,0.664,0.85,0.568,4.94,0.636,86.453
Iago Falqué,lw,37,0.467,0.288,4.86,0.189,0.784,0.417,0.41,0.367,1.70,0.250,73.039
S. Verdi,lw,34,0.387,0.236,3.97,0.147,0.676,0.314,0.26,0.417,1.88,0.317,69.496
J. Obi,rcm,22,0.525,0.522,5.64,0.682,1.273,0.411,0.41,0.458,2.41,0.519,77.030
M. Destro,rw,26,0.377,0.429,2.38,0.538,1.500,0.027,0.35,0.375,1.35,0.185,67.009
E. Pulgar,cdm,32,0.457,0.562,7.47,1.375,1.406,0.496,0.88,0.326,5.44,0.559,80.593
A. Poli,lcm,32,0.448,0.370,7.62,0.344,1.000,0.455,0.69,0.351,4.25,0.382,77.922
A. Ljajić,rw,30,0.416,0.240,2.07,0.267,0.300,0.047,0.13,0.368,1.50,0.273,66.679
Álex Berenguer,rw,22,0.478,0.341,4.55,0.364,1.182,0.486,0.18,0.421,1.95,0.357,73.097
G. Donsah,rcm,28,0.509,0.459,3.25,1.214,0.679,0.193,0.43,0.444,3.25,0.333,74.346
T. Rincón,cm,36,0.479,0.592,7.53,1.083,2.194,0.596,0.44,0.323,4.25,0.513,78.316
R. Palacio,rw,28,0.508,0.480,3.82,0.393,1.536,0.319,0.64,0.424,1.39,0.167,74.086
P. Cutrone,st,28,0.462,0.314,2.71,0.214,1.214,0.258,0.14,0.421,0.89,0.171,68.839
M. Locatelli,cm,21,0.405,0.472,3.05,0.429,0.714,0.157,0.71,0.433,1.48,0.550,72.452
F. Kessié,lam,37,0.519,0.497,5.89,0.757,1.865,0.598,0.35,0.393,3.35,0.386,76.904
M. Musacchio,lb,15,0.593,0.500,6.20,1.933,0.733,0.553,0.80,0.407,3.93,0.520,81.257
Suso,lw,35,0.387,0.316,3.49,0.086,1.000,0.148,0.00,0.400,1.80,0.143,66.430
M. Trotta,lw,34,0.432,0.381,4.32,0.500,0.824,0.330,0.29,0.280,2.21,0.231,70.859
R. Mandragora,rcm,36,0.452,0.594,8.19,1.500,1.528,0.566,1.08,0.593,6.50,0.516,85.191
F. Ceccherini,cb,37,0.565,0.641,6.24,4.459,1.135,0.560,0.92,0.429,7.08,0.741,87.596
D. Faraoni,lb,28,0.471,0.525,6.14,1.893,0.714,0.477,0.36,0.440,4.93,0.600,78.767
A. Barberis,lcm,38,0.506,0.500,8.18,1.158,0.789,0.606,0.29,0.462,4.89,0.591,81.793
A. Conti,lb,2,0.533,0.591,7.50,0.000,2.000,0.693,0.00,0.400,4.50,0.444,75.412
A. Cordaz,gk,38,0.438,0.654,0.03,0.289,0.053,1.000,0.00,0.400,1.45,0.400,70.910
L. Cabrera,rb,13,0.524,0.577,8.54,3.615,1.538,0.560,0.46,0.476,5.92,0.643,81.716
A. Budimir,st,21,0.465,0.514,4.71,0.714,2.143,0.372,0.48,0.440,2.38,0.154,73.694
A. Stoian,rw,32,0.427,0.383,4.22,0.562,0.875,0.273,0.22,0.409,2.12,0.312,71.153
B. Martella,rb,30,0.425,0.596,5.47,2.333,0.233,0.317,0.17,0.500,6.47,0.542,77.521
N. Dussenne,cb,1,0.440,0.350,10.00,5.000,3.000,1.000,0.00,0.400,5.00,0.375,75.582
F. Borini,lw,29,0.496,0.455,4.07,0.828,0.759,0.354,0.14,0.526,3.10,0.385,74.454
M. Rohdén,cm,26,0.425,0.416,6.12,0.769,0.769,0.403,0.15,0.368,2.00,0.458,73.795
G. Donnarumma,gk,38,0.375,0.524,0.03,0.316,0.053,1.000,0.00,0.400,1.08,0.400,68.744
A. Nalini,rw,23,0.434,0.430,5.26,0.304,2.087,0.416,0.57,0.571,2.48,0.229,74.458
André Silva,st,26,0.403,0.400,1.81,0.231,0.731,0.000,0.12,0.333,0.50,0.188,65.916
I. Abate,lb,17,0.474,0.500,5.94,1.118,0.706,0.489,0.41,0.364,3.53,0.500,76.810
M. Izco,lcm,5,0.385,0.438,2.20,0.000,0.800,0.114,0.00,0.400,1.40,0.438,71.704
J. Mauri,lam,1,0.400,0.400,0.00,0.000,0.000,1.000,0.00,0.400,0.00,0.400,74.378
K. Koulibaly,rb,38,0.621,0.609,5.37,2.026,1.053,0.512,0.42,0.548,4.79,0.636,83.334
M. Zaccagni,cm,6,0.423,0.476,1.83,0.000,0.667,0.000,0.50,0.389,1.17,0.421,72.284
S. Souprayen,rb,22,0.508,0.500,5.32,2.000,0.955,0.404,0.18,0.421,4.05,0.500,76.748
T. Heurtaux,cb,17,0.494,0.500,3.65,3.941,0.765,0.596,0.76,0.429,6.65,0.571,79.814
D. Verde,rw,30,0.377,0.273,1.53,0.700,0.067,0.000,0.13,0.474,2.13,0.333,66.846
A. Diawara,cm,18,0.459,0.435,2.56,0.278,0.722,0.283,0.11,0.412,2.11,0.550,71.097
F. Ghoulam,rb,11,0.549,0.691,3.27,1.273,0.818,0.605,0.36,0.421,4.27,0.400,76.757
M. Büchel,rcm,23,0.355,0.626,6.57,1.435,2.043,0.407,1.17,0.357,5.22,0.560,77.759
