Player,PrimaryPosition,Games,Accelerations,LongCarries,Duels,WideRuns,CounterAttacks,AvgCarryDistance,RawRating
J. Reine-Adelaide,lam,10,0.50,1.10,9.20,2.50,1.50,15.75,74.859
L. Mothiba,st,14,0.00,0.29,9.57,1.00,1.57,10.36,70.245
D. Contento,rb,3,0.33,1.67,1.33,0.67,0.00,22.94,55.144
P. Pellegri,st,9,0.22,0.44,3.00,0.44,0.89,16.48,53.327
J. Kayembe,lam,3,0.33,0.33,4.33,1.67,0.33,10.73,59.027
B. Mbeumo,rs,4,0.75,0.00,4.00,0.50,0.25,8.86,57.239
D. Lempereur,rb,3,0.00,0.33,1.00,0.67,0.33,14.34,35.207
M. Gorgelin,gk,4,0.00,1.00,0.25,0.00,0.25,47.50,45.946
K. Zohi,lw,1,0.00,0.00,1.00,0.00,0.00,0.00,30.000
T. Weah,st,3,0.33,0.67,2.33,1.00,1.33,13.24,54.527
A. N'Dour,rb,5,0.60,1.20,3.40,2.40,0.20,17.50,63.964
Steven Fortès,rb,2,0.00,1.50,1.00,1.00,0.50,19.15,49.787
Pape Diop,rcm,1,0.00,0.00,0.00,0.00,0.00,13.58,30.000
M. Le Bihan,rs,7,0.00,0.14,2.71,0.14,0.29,14.82,43.719
M. Sylla,st,5,0.60,0.60,3.80,1.80,0.60,14.11,61.849
J. Serrano,rb,4,0.75,0.00,2.50,3.00,0.25,8.92,56.317
A. Sahibeddine,rs,3,0.67,0.00,3.00,0.00,0.00,0.00,48.276
E. Loiodice,cm,4,0.00,0.50,3.00,0.00,0.25,20.52,49.501
Jordi Mboula,ls,3,0.67,0.33,2.67,1.33,0.67,16.00,57.020
A. Oyongo,rb,3,1.00,0.67,7.00,3.00,0.67,11.79,72.103
L. Goudiaby,lcm,2,0.00,1.00,3.00,4.00,0.50,17.06,60.327
K. Rimane,lb,1,0.00,0.00,0.00,0.00,0.00,0.00,30.000
Y. Adli,cm,1,1.00,0.00,2.00,0.00,0.00,0.00,47.368
J. Porsan-Clemente,lw,1,0.00,0.00,6.00,9.00,0.00,7.86,68.539
K. Volland,st,31,0.35,0.45,11.87,0.97,1.77,13.17,75.568
K. Bellarabi,lam,24,0.96,0.67,7.38,2.17,1.21,13.89,72.456
S. Bender,rb,29,0.14,2.17,1.03,1.14,0.62,19.01,56.399
B. Leno,gk,33,0.00,0.39,0.18,0.06,0.24,22.34,30.000
Wendell,rb,26,1.04,2.00,3.69,4.08,0.42,17.79,71.310
S. Rudy,cm,26,0.04,0.69,2.27,0.54,0.62,15.98,48.875
C. Tolisso,cam,31,0.39,1.10,3.10,0.77,1.03,17.39,59.943
C. Aránguiz,cm,27,0.30,1.44,6.04,1.67,1.04,15.58,68.897
A. Vidal,rcm,22,0.18,0.91,2.41,0.77,1.14,13.55,53.956
J. Tah,lb,28,0.29,1.54,3.07,0.64,0.36,18.69,60.076
L. Bailey,st,30,1.67,1.07,10.10,3.63,2.23,14.13,79.597
N. Süle,lcb,28,0.18,1.54,1.18,0.61,0.39,24.04,52.965
F. Ribéry,ram,20,1.65,1.55,10.75,2.80,1.45,17.74,80.168
D. Kohr,lcm,28,0.43,0.96,2.82,0.61,1.32,17.53,58.949
S. Ulreich,gk,29,0.03,0.34,0.03,0.03,0.34,23.45,30.000
B. Henrichs,lb,23,0.61,0.87,3.91,1.48,0.48,14.87,62.855
J. Brandt,cam,37,0.89,0.76,7.51,1.78,1.54,13.43,72.545
K. Kampl,lcm,26,1.00,1.58,4.92,2.04,1.62,14.85,71.195
A. Robben,lam,21,2.33,1.52,10.57,3.71,1.24,15.96,81.457
Rafinha,rcb,27,0.96,1.07,2.41,2.00,0.26,17.90,62.827
M. Kruse,st,29,1.07,0.93,7.90,1.10,2.41,15.67,74.369
M. Eggestein,lcm,33,0.61,1.12,7.70,1.33,1.09,14.16,71.932
R. Bauer,lb,16,0.25,0.69,1.31,1.31,0.62,17.24,48.976
F. Kainz,ram,29,1.45,0.62,6.97,1.79,1.76,15.62,73.786
N. Amiri,rcm,28,0.86,1.21,6.68,1.89,1.07,15.66,72.080
S. Zuber,rcm,23,0.39,0.87,6.65,2.52,0.65,14.77,69.250
K. Vogt,lcb,31,0.16,2.65,1.58,0.39,0.84,21.37,60.421
B. Hübner,rb,27,0.04,1.48,1.85,1.30,0.59,15.88,54.150
D. Geiger,cm,21,0.43,0.62,4.57,0.71,1.43,12.81,62.359
H. Nordtveit,cdm,15,0.07,1.27,1.33,1.20,0.27,17.46,50.031
J. Toljan,rcb,18,1.50,1.28,4.11,3.28,0.61,15.42,71.418
K. Demirbay,cm,19,0.79,1.11,6.32,1.37,1.53,15.04,70.840
T. Delaney,rcm,36,0.33,1.03,4.69,1.31,0.94,16.71,64.362
L. Augustinsson,rb,34,0.68,0.85,3.15,2.03,0.79,16.10,62.503
M. Uth,ls,31,0.58,0.71,6.71,1.23,1.68,13.30,69.405
J. Pavlenka,gk,34,0.00,0.50,0.06,0.00,0.09,24.22,30.000
M. Veljkovic,lcb,31,0.06,1.39,0.65,1.55,0.29,17.86,48.450
L. Sané,lcb,11,0.27,1.18,1.18,0.18,0.18,18.31,48.632
F. Bartels,lam,14,0.71,1.00,12.29,1.86,2.36,15.15,78.666
O. Baumann,gk,34,0.00,0.71,0.06,0.03,0.50,25.44,34.677
P. Bargfrede,cm,27,0.33,1.00,2.56,1.04,0.74,15.67,56.751
S. Gnabry,cam,22,1.14,0.82,9.50,1.77,1.86,14.41,76.311
E. Polanski,cm,9,0.11,0.22,1.89,0.56,0.22,13.44,41.594
J. Gondorf,cam,20,0.30,1.10,5.25,1.10,1.10,20.17,66.121
A. Jóhannsson,lw,12,0.08,0.25,2.50,0.33,0.17,14.09,44.677
A. Esswein,cam,16,0.50,0.19,3.31,0.81,0.75,12.10,55.477
Ailton,rb,5,0.00,0.40,2.60,1.80,0.00,8.42,47.483
M. Kamiński,rb,22,0.09,0.55,0.45,0.50,0.32,17.91,35.933
M. Leckie,lw,29,0.69,1.10,10.07,2.90,1.90,14.19,76.803
P. Skjelbred,cm,28,0.43,0.86,2.18,1.25,1.04,14.64,56.182
V. Ibišević,st,27,0.11,0.30,5.44,0.52,0.59,12.31,59.474
R. Zieler,gk,34,0.00,0.76,0.15,0.00,0.32,29.10,36.796
S. Kalou,rw,31,0.77,0.65,8.48,2.13,1.94,13.90,73.842
C. Gentner,cm,27,0.67,1.59,5.19,2.30,1.63,16.60,70.647
T. Asano,ls,15,0.47,0.40,6.67,1.00,1.27,12.09,67.043
M. Plattenhardt,rb,34,0.44,0.82,3.71,2.18,0.44,15.14,61.862
K. Rekik,rcb,26,0.15,1.19,1.42,0.77,0.27,17.11,49.855
S. Langkamp,lcb,20,0.00,1.15,0.70,0.40,0.35,18.32,42.633
M. Weiser,lam,24,0.71,1.67,10.04,3.42,1.12,16.46,77.685
B. Pavard,lcb,40,0.15,1.27,2.08,1.45,0.57,16.75,55.406
J. Brekalo,cam,27,0.89,0.93,9.44,1.96,1.81,16.92,75.950
M. Zimmermann,lcm,3,0.00,0.33,0.67,1.33,0.00,13.62,33.459
C. Akolo,ls,22,0.50,0.41,5.86,0.86,1.32,15.95,65.790
S. Terodde,st,30,0.07,0.40,9.40,0.47,0.97,14.83,69.925
O. Mangala,lcm,20,0.00,0.30,3.90,0.40,0.45,13.33,52.114
R. Jarstein,gk,31,0.00,0.61,0.06,0.00,0.10,22.24,30.012
D. Aogo,rb,29,0.10,0.66,1.41,1.34,0.79,15.99,47.499
N. Stark,lb,26,0.31,1.65,1.38,0.92,0.42,18.55,55.497
H. Badstuber,rcb,27,0.22,1.48,1.63,0.48,0.26,18.81,53.350
A. Donis,st,18,1.50,0.72,10.39,1.06,2.39,15.87,78.011
G. Haraguchi,cam,10,0.30,0.80,4.80,1.30,0.40,18.03,62.966
J. Torunarigha,rb,12,0.17,0.67,0.83,0.17,0.00,17.88,39.226
J. Haberer,cam,33,0.27,0.79,6.30,1.39,1.36,13.58,67.158
C. Günter,rb,34,1.32,1.24,6.03,3.09,0.94,15.50,73.658
D. Abraham,lcb,27,0.30,1.78,1.30,1.41,0.33,18.92,56.597
J. Schuster,cdm,18,0.06,0.94,0.83,0.17,0.22,21.08,42.110
A. Schwolow,gk,33,0.00,0.64,0.03,0.03,0.03,28.28,32.697
P. Lienhart,lb,11,0.09,1.55,1.09,1.00,0.45,17.91,51.263
M. Kempf,rb,11,0.09,1.36,1.64,1.00,0.18,15.86,51.424
T. Chandler,rcb,24,0.71,0.71,3.17,2.21,0.75,16.09,62.360
J. de Guzmán,cm,16,0.75,1.44,4.69,1.06,1.31,17.96,68.363
M. Frantz,cm,15,0.13,0.67,3.07,0.53,0.67,17.43,54.008
N. Höfler,rcm,28,0.18,1.29,4.96,1.04,0.75,16.76,64.463
T. Kleindienst,st,22,0.27,0.64,5.82,1.41,0.77,14.49,64.962
D. Kamada,cam,3,0.33,0.33,2.67,0.67,0.00,13.79,50.115
M. Hasebe,cdm,28,0.07,1.75,2.11,0.54,0.75,18.55,56.450
F. Niederlechner,ls,10,0.40,0.50,9.10,1.00,1.70,11.97,71.908
J. Willems,rb,23,0.39,0.91,7.91,2.87,1.09,14.20,72.143
P. Stenzel,lb,25,0.36,1.36,3.16,2.48,0.32,18.12,62.703
M. Gaćinović,cam,29,0.62,0.76,5.21,1.34,1.21,14.77,66.467
S. Haller,st,31,0.16,0.61,11.87,0.94,1.35,13.40,75.011
L. Hradecky,gk,34,0.00,0.56,0.00,0.03,0.35,25.04,31.332
N. Petersen,st,32,0.06,0.78,5.53,0.84,1.12,13.57,63.024
K. Boateng,cam,31,0.23,0.65,10.97,0.87,0.90,13.09,73.742
M. Terrazzino,rw,24,0.58,0.83,5.46,2.00,1.38,14.15,67.870
D. da Costa,lb,17,0.41,0.94,3.06,2.35,0.82,15.33,61.104
B. Hrgota,rs,6,0.00,0.33,3.17,1.00,0.50,15.89,51.033
Raffael,st,27,0.63,0.63,12.11,1.30,2.52,13.44,77.487
C. Kramer,lcm,27,0.44,0.89,5.63,1.44,1.04,14.06,66.707
M. Ginter,lb,34,0.09,2.32,1.62,1.59,0.91,19.35,60.131
J. Vestergaard,rcb,32,0.03,2.09,1.03,0.50,0.41,19.29,53.130
D. Zakaria,cm,32,0.47,1.28,6.00,0.66,0.78,16.36,68.011
N. Elvedi,lcb,33,0.88,1.91,4.94,2.88,0.58,17.51,71.595
I. Traoré,lam,7,0.29,0.43,5.86,1.00,1.57,16.49,65.094
K. Rausch,rb,12,0.58,1.17,2.50,2.08,0.42,17.76,61.078
L. Stindl,st,31,0.26,0.74,10.74,1.77,2.29,12.91,75.220
M. Jojić,cam,25,0.56,1.04,5.52,1.92,1.12,16.12,68.366
L. Bittencourt,ram,22,1.64,1.32,9.82,2.55,1.91,15.12,79.053
J. Córdoba,st,18,0.33,0.39,8.83,0.28,1.56,14.49,70.399
O. Wendt,rb,28,0.25,0.89,1.79,2.36,0.54,14.87,54.296
T. Horn,gk,34,0.00,1.06,0.03,0.06,0.26,35.88,41.682
D. Heintz,rb,31,0.16,1.87,2.42,1.48,0.29,18.66,59.836
F. Sørensen,lb,28,0.14,0.82,0.71,0.82,0.46,15.34,42.617
M. Risse,lam,16,0.44,0.75,3.31,2.38,0.69,13.32,60.718
L. Klünter,lb,19,0.63,0.53,6.89,1.79,1.00,12.61,69.304
T. Hazard,st,36,1.61,1.19,11.39,3.19,3.11,15.04,80.853
M. Lehmann,cdm,20,0.10,0.75,0.70,0.20,1.15,16.85,41.809
J. Horn,rb,11,1.00,0.73,2.55,1.36,0.73,14.72,61.294
S. Guirassy,rs,15,0.13,0.27,8.07,1.33,0.73,11.45,67.545
S. Zoller,st,17,0.47,0.29,3.82,1.06,1.12,14.95,59.273
P. Herrmann,lam,23,0.39,0.26,3.13,1.57,0.96,11.84,55.958
R. Bobadilla,st,13,0.08,0.46,6.62,0.38,0.85,15.57,64.013
J. Hofmann,lam,23,0.87,0.74,4.48,1.39,1.22,15.58,66.316
F. Di Santo,st,30,0.30,0.50,4.33,0.97,0.73,14.48,59.701
Naldo,lcb,34,0.00,1.21,1.44,0.26,0.50,16.30,47.075
W. Orban,lcb,26,0.00,1.19,1.31,0.50,0.35,18.11,46.947
M. Nastasić,rb,24,0.08,1.33,0.54,0.75,0.21,17.24,45.001
Y. Poulsen,ls,33,0.55,0.61,11.33,1.73,1.27,14.25,75.983
T. Werner,st,35,1.23,0.91,8.23,2.54,2.34,15.10,76.042
N. Keïta,cm,27,1.81,2.33,12.37,1.63,2.15,17.46,82.250
M. Halstenberg,rb,15,0.27,0.73,3.93,2.87,0.40,12.72,61.447
R. Fährmann,gk,34,0.00,0.53,0.12,0.00,0.38,29.21,33.891
L. Klostermann,lb,26,0.23,0.69,2.46,2.19,0.23,12.69,54.224
N. Bentaleb,rcm,16,0.38,0.75,2.88,1.00,0.69,15.38,56.712
K. Laimer,lcm,22,0.36,0.68,4.09,1.73,0.86,15.90,61.870
D. Upamecano,rb,28,0.29,0.82,3.11,0.54,0.93,17.55,57.131
T. Kehrer,rcb,28,0.39,1.29,2.07,1.93,1.11,17.49,59.595
L. Goretzka,lcm,27,1.41,1.37,5.93,1.26,1.74,16.48,73.438
D. Caligiuri,lcm,33,1.45,1.61,9.61,4.58,1.88,16.25,79.750
A. Harit,cam,32,1.72,1.06,13.72,1.75,2.78,15.71,81.924
B. Oczipka,rb,29,0.76,1.41,8.59,3.59,1.14,14.89,75.857
P. Gulácsi,gk,33,0.00,0.36,0.00,0.00,0.15,29.31,30.000
F. Reese,ls,7,0.29,0.14,1.14,0.43,1.00,11.93,40.350
Bruma,rs,28,1.61,1.11,13.00,3.04,2.07,15.85,81.498
J. Augustin,st,25,0.36,0.84,9.56,1.44,1.16,16.00,73.433
W. McKennie,lcm,22,0.23,0.55,3.91,0.55,1.14,17.66,58.401
M. Meyer,cm,24,0.33,0.88,2.67,0.83,0.71,14.82,55.847
J. Gouweleeuw,lcb,27,0.19,1.15,1.89,0.96,0.74,14.85,53.133
D. Diekmeier,lb,22,1.00,0.95,5.36,2.64,0.36,14.84,69.766
Ja-Cheol Koo,cm,30,0.20,0.50,6.30,1.03,0.90,12.07,64.589
A. Hahn,ls,23,0.39,0.83,5.39,2.26,0.83,14.70,66.414
Caiuby,ram,33,0.64,0.79,10.27,2.73,1.61,13.05,76.036
D. Baier,rcm,29,0.41,1.59,4.59,1.07,1.00,15.93,66.287
K. Papadopoulos,lcb,29,0.00,1.66,1.28,0.66,0.38,19.04,51.113
P. Max,rb,33,0.42,1.03,2.03,2.27,0.97,16.54,58.624
R. Framberger,lb,9,1.11,1.33,4.56,1.78,1.89,20.52,70.918
R. van Drongelen,rb,18,0.50,1.72,2.00,2.11,0.22,19.18,61.417
B. Wood,st,24,0.42,0.38,11.83,0.67,1.04,11.37,74.824
Walace,rcm,18,0.44,1.17,4.94,1.78,1.06,14.05,66.498
F. Kostić,ram,33,1.36,0.88,10.70,2.64,1.48,13.08,78.391
M. Hitz,gk,31,0.00,0.58,0.00,0.03,0.32,29.57,33.569
G. Jung,lcb,30,0.23,1.00,5.17,0.93,0.17,17.38,63.420
N. Müller,lam,2,0.00,0.50,0.50,1.00,2.00,18.77,42.453
M. Gregoritsch,st,32,0.28,0.62,6.00,1.03,1.28,13.15,65.409
J. Schmid,lam,25,0.20,0.76,3.48,1.92,0.28,15.47,58.311
C. Mathenia,gk,24,0.00,0.25,0.04,0.00,0.21,19.30,30.000
A. Hunt,cam,29,0.83,1.07,6.10,1.59,0.90,15.53,70.227
L. Waldschmidt,st,21,0.62,0.33,3.33,0.62,0.81,13.96,57.602
S. Córdova,st,26,0.23,0.35,3.96,0.31,0.46,15.58,55.441
E. Thommy,cam,20,0.45,0.75,4.75,2.45,1.00,11.96,65.092
S. Schipplock,st,10,0.10,0.30,3.60,0.50,0.50,22.88,54.313
N. Füllkrug,st,34,0.56,0.71,8.18,1.12,1.32,14.76,71.577
P. Schwegler,cm,29,0.07,1.17,3.59,0.90,0.69,17.49,58.966
F. Hübner,lb,9,0.00,0.11,0.67,0.22,0.11,13.30,30.000
P. Tschauner,gk,31,0.00,0.77,0.10,0.00,0.03,27.55,34.656
A. Diallo,rb,27,0.33,1.15,4.81,1.81,0.37,16.20,64.969
V. Fischer,rw,11,0.18,0.27,4.64,0.55,0.55,13.52,57.344
J. Korb,lb,28,0.46,0.75,2.07,1.96,0.61,16.14,56.332
F. Klaus,cam,28,1.14,0.75,7.14,1.93,1.43,15.48,73.086
W. Anton,lcb,27,0.33,1.89,4.26,1.74,0.59,17.00,66.539
G. Donati,lb,29,0.48,0.86,4.14,2.28,0.31,15.04,63.459
D. Brosinski,rb,29,1.10,1.00,4.24,3.07,0.48,15.73,68.871
D. Latza,rcm,29,0.41,0.72,6.21,1.31,0.59,13.71,66.581
S. Bell,lcb,25,0.04,1.52,1.72,0.88,0.32,15.88,52.354
P. De Blasis,rs,25,0.44,0.48,6.56,2.48,0.96,11.61,68.113
R. Adler,gk,14,0.00,0.64,0.07,0.00,0.57,30.13,36.125
Felipe,rb,6,0.33,1.33,3.33,0.33,0.17,17.97,59.400
K. Karaman,rs,21,0.48,0.62,6.05,0.95,0.76,15.53,66.217
Y. Muto,st,28,0.46,0.61,8.25,1.14,1.07,15.14,70.906
M. Ostrzolek,rb,27,0.56,0.96,3.41,3.07,0.96,14.12,64.196
A. Maxim,cam,22,0.82,1.05,5.45,1.36,0.59,16.03,68.448
R. Quaison,cam,24,0.25,0.38,7.79,0.62,0.67,12.04,67.164
L. Öztunali,lam,25,1.48,0.48,11.24,1.84,1.92,13.87,78.479
M. Bakalorz,cm,28,0.54,1.18,5.96,0.86,0.64,16.62,68.056
K. Kodro,st,7,0.00,0.14,1.71,0.43,0.00,15.93,37.022
C. Benschop,lw,7,0.00,0.00,3.57,0.43,0.29,7.96,46.389
S. Papastathopoulos,lb,30,0.33,2.03,1.83,1.10,0.27,18.93,59.502
Bartra,rcb,28,0.39,3.21,3.00,1.39,0.54,19.94,68.284
D. Zagadou,rb,11,0.00,0.91,2.36,1.82,0.45,18.77,53.712
D. Didavi,cam,30,0.77,0.70,6.70,1.23,1.57,14.33,70.208
C. Pulisic,lam,32,1.66,1.09,12.44,3.19,1.81,14.12,81.078
P. Verhaegh,lb,31,0.39,0.87,2.68,2.32,0.39,15.45,58.605
Camacho,cdm,11,0.00,0.82,1.73,0.82,0.82,12.36,46.756
M. Philipp,rw,20,0.55,0.30,6.15,0.85,0.70,12.13,65.173
Y. Gerhardt,rb,17,0.65,1.00,4.00,2.47,1.00,15.33,65.800
R. Bazoer,cm,11,0.45,0.18,3.82,0.36,0.45,10.51,55.205
G. Castro,cam,19,0.37,0.89,3.32,1.42,0.84,12.51,59.468
F. Uduokhai,rcb,19,0.47,1.74,2.26,0.95,0.26,18.21,60.218
R. Knoche,rcb,24,0.21,2.08,1.25,0.79,0.71,21.26,57.297
K. Casteels,gk,34,0.00,0.44,0.09,0.00,0.26,25.11,30.000
R. Bürki,gk,33,0.00,0.67,0.09,0.03,0.76,27.52,36.394
K. Hinds,rs,1,0.00,0.00,7.00,1.00,0.00,10.02,61.542
L. Dimata,st,21,0.52,0.24,7.14,0.95,0.86,11.08,67.253
M. Dahoud,rcm,23,0.70,1.13,3.35,1.13,1.00,15.09,63.242
J. Guilavogui,lcm,29,0.17,0.93,4.76,0.62,1.10,16.70,62.359
M. Arnold,rcm,29,0.21,1.38,5.21,1.10,1.07,16.36,65.980
F. Passlack,lcm,3,0.00,0.33,0.00,1.33,0.00,16.72,30.000
S. Kagawa,cam,22,0.55,0.73,5.45,0.73,1.27,13.85,65.757
Ö. Toprak,rb,26,0.12,2.19,1.88,0.96,0.23,20.51,58.620
D. Demme,cm,30,0.23,1.87,4.33,1.80,0.87,17.18,66.464
O. Bulut,lam,1,0.00,1.00,2.00,0.00,0.00,41.91,52.811
F. Kath,ram,24,0.38,0.33,4.96,0.92,0.75,12.04,61.032
D. Kaiser,lam,9,0.11,0.22,1.33,0.67,0.11,13.76,37.664
Y. Ōsako,st,29,0.34,0.55,10.69,0.79,1.14,13.75,73.729
C. Clemens,lcm,14,0.50,0.43,3.29,1.50,0.79,13.07,58.247
L. Holtby,cm,16,0.38,1.19,6.94,1.81,0.88,16.32,70.267
J. Eggestein,st,7,0.14,0.29,2.00,0.29,0.57,15.28,44.311
M. Tisserand,rcb,16,0.38,1.31,4.44,1.75,0.69,17.48,65.365
T. Tawatha,rb,12,0.25,0.58,1.50,1.33,0.08,15.26,47.210
L. Rupp,cm,21,0.52,0.86,6.86,2.05,1.00,13.42,69.965
S. Wagner,st,25,0.24,0.28,5.12,0.72,0.80,12.89,60.142
E. Bičakčić,lcb,9,0.44,1.22,1.00,2.22,0.22,19.12,55.046
F. Grillitsch,cm,25,0.64,0.76,5.32,1.36,1.52,13.70,67.073
André Ramalho,rcb,3,0.00,0.33,0.00,0.00,0.33,25.31,30.000
S. Kießling,st,8,0.12,0.25,1.38,0.12,0.12,14.79,36.926
L. Bénes,cm,2,0.50,1.00,1.00,0.00,1.50,27.85,54.097
M. Heller,lam,24,1.38,0.54,5.58,1.33,1.67,17.62,70.954
R. Khedira,cdm,30,0.10,1.10,2.13,0.63,0.43,16.00,51.768
F. Johnson,rcm,10,0.20,0.90,2.60,1.40,0.20,19.04,55.364
S. Sané,lcb,35,0.46,2.60,3.17,1.11,0.31,18.85,66.377
G. Burgstaller,st,32,0.34,0.72,12.38,1.06,1.16,13.89,76.321
Jonathas,rs,12,0.08,0.75,7.00,0.25,0.83,23.97,66.829
S. Maier,rcm,10,0.50,0.70,1.80,1.00,0.70,15.55,53.390
T. Baumgartl,lcb,29,0.07,1.10,1.38,1.45,0.59,17.19,50.415
B. Özcan,ram,17,0.47,0.29,9.88,1.29,0.65,13.11,72.415
Javi Martínez,cm,22,0.27,0.73,2.23,0.50,0.82,15.95,52.183
N. Schulz,ram,27,1.78,1.52,6.07,2.96,1.19,17.39,75.892
J. Rodríguez,cam,26,0.54,0.92,6.96,1.23,1.69,14.90,70.412
P. Ochs,lw,3,0.00,0.00,3.33,0.33,0.00,10.65,44.645
V. Stocker,cam,3,0.33,0.33,2.67,0.67,0.33,13.12,50.767
I. Belfodil,st,26,0.46,0.19,8.88,0.69,1.65,12.90,70.837
V. Sierro,cam,4,0.00,0.00,3.75,0.50,0.50,7.91,48.163
Y. Ravet,lam,10,0.40,0.50,4.70,1.00,0.60,13.73,61.350
M. Schmelzer,rb,18,0.78,1.56,3.11,3.78,0.50,15.73,67.350
C. Söyüncü,rb,26,0.19,2.27,2.42,1.08,0.23,19.84,61.401
L. Kübler,lb,15,0.27,0.80,2.67,1.80,0.27,14.74,55.766
C. Salcedo,lcb,24,0.08,1.79,1.04,1.25,0.33,21.08,53.632
A. Rebić,rs,31,0.84,0.81,14.13,2.19,1.81,13.59,80.092
M. Russ,lcb,19,0.26,0.95,0.89,0.79,0.42,22.33,48.428
J. Villalba,st,1,0.00,0.00,1.00,0.00,0.00,6.09,30.000
B. Stambouli,lcm,28,0.29,2.11,2.46,2.29,0.64,17.75,63.480
A. Beck,lb,23,0.30,0.48,4.39,2.57,0.61,12.58,61.789
S. Ascacíbar,lcm,29,0.24,1.17,4.24,0.90,1.34,17.31,63.207
M. Höger,cm,23,0.35,1.13,4.43,0.96,0.43,15.92,62.939
D. Opare,lb,17,1.00,1.00,5.76,2.47,1.00,16.40,71.131
Jorge Meré,lcb,22,0.27,1.50,1.23,0.64,0.50,20.67,53.535
J. Morávek,cm,16,0.06,0.81,1.56,0.94,0.56,16.90,47.548
Bernardo,rb,17,0.53,1.06,4.94,3.47,0.76,15.30,68.225
G. Sakai,lb,29,0.52,1.07,6.21,2.38,0.72,14.36,69.462
L. Balogun,lb,17,0.47,1.35,2.35,1.18,0.24,17.81,58.866
S. Serdar,lcm,25,0.40,0.68,7.72,1.28,1.08,14.19,69.933
K. Havertz,lam,30,0.90,1.07,7.87,1.53,1.07,14.53,73.323
J. Pohjanpalo,st,7,0.00,0.14,0.86,0.00,0.14,19.63,30.000
K. Onisiwo,lcm,8,0.38,0.50,6.62,1.12,0.25,10.73,65.604
William,rb,22,0.68,1.68,7.23,3.91,1.00,14.87,74.558
M. Schmiedebach,cm,5,0.00,1.00,1.20,1.00,0.80,19.83,47.871
I. Bebou,st,30,1.10,0.87,12.80,2.13,1.47,12.94,79.421
J. Gbamin,cm,30,1.47,1.93,7.13,1.67,1.40,17.42,76.308
J. Weigl,cm,25,0.32,1.08,3.20,0.48,0.68,18.66,58.789
A. Isak,st,5,0.00,0.00,1.80,0.20,1.00,8.46,36.085
F. Lustenberger,rcb,23,0.00,0.35,1.35,0.43,0.43,12.91,37.106
I. Hajrović,lam,9,0.33,0.33,4.11,0.33,0.78,18.27,58.031
L. Jović,st,22,0.32,0.36,4.59,0.23,1.41,14.21,59.873
L. Bender,lcm,20,0.15,1.65,3.95,2.70,0.50,17.06,64.920
P. Retsos,lcb,24,0.17,1.38,4.29,2.33,0.54,17.27,64.468
R. Kent,cam,6,0.33,0.83,6.50,2.33,0.83,14.58,68.545
B. Jatta,lam,10,0.50,0.20,5.00,1.00,0.90,11.19,61.714
Douglas Santos,rb,27,1.89,1.33,6.30,4.26,0.59,14.72,76.393
S. Salihović,cam,10,0.10,0.40,4.30,0.40,0.80,11.45,55.840
T. Knöll,ls,1,0.00,0.00,0.00,0.00,0.00,13.82,30.000
D. Maroh,lcb,11,0.00,0.45,0.64,0.73,0.55,12.04,33.833
M. Wolf,lam,28,1.00,1.11,7.68,3.14,1.07,13.86,74.541
T. Sippel,gk,5,0.00,0.20,0.40,0.00,0.00,25.06,30.000
M. Cuisance,lcm,24,0.54,0.46,7.46,1.42,0.42,11.51,68.735
D. Burnic,rcm,6,0.33,0.33,1.50,0.33,0.17,11.71,42.321
B. Schmitz,lb,1,0.00,0.00,2.00,1.00,0.00,18.75,40.740
Y. Mvogo,gk,1,0.00,0.00,1.00,0.00,0.00,0.00,30.000
M. Compper,rcb,2,0.00,1.00,0.50,0.00,0.00,48.53,46.957
V. Janjičić,cm,7,0.14,0.29,1.14,0.14,0.43,12.91,36.386
J. Bruun Larsen,st,5,0.00,0.80,1.60,1.40,0.80,21.69,49.922
Jairo Samperio,cam,13,0.15,0.46,4.77,0.69,0.77,14.31,59.325
L. Caldirola,rb,1,0.00,0.00,0.00,0.00,0.00,5.53,30.000
G. Itter,rb,5,0.80,1.00,4.00,4.00,0.80,13.86,67.934
N. Moisander,rb,25,0.28,3.88,1.76,1.48,0.68,22.75,67.736
L. Alario,st,23,0.26,0.65,9.35,0.65,0.52,13.64,71.010
T. Ito,cam,20,0.70,0.80,9.50,2.75,0.45,15.00,74.748
S. Özcan,cm,23,0.43,0.70,4.35,1.09,1.70,14.55,63.228
G. Kačar,cdm,5,0.40,0.20,0.60,0.00,0.00,10.29,32.563
D. Ginczek,st,23,0.22,0.43,6.91,0.87,1.65,13.65,66.782
I. Konaté,lb,16,0.06,1.12,2.12,0.75,0.25,19.07,52.027
C. Pizarro,rs,16,0.06,0.31,5.38,1.00,0.31,9.83,58.841
T. Handwerker,rb,11,0.45,0.36,2.91,0.91,0.18,12.94,53.631
V. Lazaro,cam,26,0.96,0.62,7.46,1.42,1.15,14.53,71.916
R. Hack,cam,3,0.00,0.33,2.33,0.00,0.00,18.15,42.797
V. Grifo,ram,17,0.24,0.65,4.41,1.29,0.65,16.76,60.874
M. Stendera,cm,7,0.14,0.43,3.29,1.00,1.29,13.95,55.061
S. Medojević,lcm,1,0.00,0.00,0.00,1.00,0.00,6.46,30.000
E. Ofori,lcm,1,0.00,0.00,1.00,1.00,0.00,12.01,30.000
U. Garcia,rb,1,0.00,1.00,1.00,3.00,0.00,14.95,48.705
