Player,PrimaryPosition,Games,pass_acc,through_acc,freekick_acc,assists_pg,avg_pg,consistency,turnover_rate,Rating
Maxi Gómez,st,38,0.768,0.211,0.222,0.184,14.658,0.806,0.232,76.93
P. Sisto,ram,38,0.843,0.346,0.482,0.368,28.711,0.877,0.157,83.59
Canales,lam,36,0.856,0.357,0.500,0.167,31.361,0.776,0.144,82.61
Jonny,rb,36,0.853,0.424,0.477,0.194,47.861,0.930,0.147,85.72
D. Wass,lam,35,0.802,0.190,0.478,0.400,41.771,0.900,0.198,83.74
Zurutuza,rcm,31,0.878,0.321,0.143,0.032,36.226,0.908,0.122,83.34
N. Radoja,cm,26,0.890,0.200,0.500,0.038,21.962,0.889,0.110,81.89
C. Vela,lw,17,0.836,0.333,0.385,0.235,17.235,0.788,0.164,80.27
P. Hernández,cm,30,0.871,0.278,0.500,0.100,37.700,0.887,0.129,83.76
Juanmi,rw,30,0.839,0.333,1.000,0.067,11.367,0.680,0.161,78.78
S. Lobotka,cm,38,0.919,0.231,0.364,0.026,52.342,0.948,0.081,87.48
Agirretxe,lw,11,0.735,0.000,0.000,0.091,4.455,0.682,0.265,75.94
A. Hjulsager,lam,2,0.714,0.000,1.000,0.000,3.500,0.646,0.286,78.86
F. Fajr,cm,33,0.749,0.267,0.500,0.273,27.939,0.835,0.251,79.11
G. Shibasaki,cam,26,0.813,0.214,0.600,0.154,20.962,0.740,0.187,79.36
Juan Cala,cb,20,0.730,0.000,0.000,0.000,27.550,0.839,0.270,76.68
Beñat,cm,24,0.855,0.409,0.214,0.083,28.958,0.906,0.145,81.90
Molinero,cb,10,0.754,0.000,0.625,0.000,20.300,0.886,0.246,78.18
Unai Núñez,lb,33,0.860,0.200,0.000,0.000,41.818,0.926,0.140,83.07
Balenziaga,rb,18,0.765,1.000,0.441,0.222,34.111,0.856,0.235,81.09
De Marcos,lb,21,0.762,0.333,0.429,0.571,35.667,0.885,0.238,82.14
San José,cm,26,0.834,0.476,0.455,0.231,36.115,0.909,0.166,83.23
Iñaki Williams,lw,38,0.744,0.323,0.531,0.474,18.737,0.702,0.256,78.32
Muniain,rw,14,0.844,0.364,0.500,0.571,30.143,0.912,0.156,83.32
A. Ndiaye,rw,37,0.696,0.250,0.429,0.162,14.946,0.788,0.304,74.36
Jorge Molina,st,36,0.689,0.306,0.583,0.444,20.639,0.815,0.311,77.00
D. Suárez,lb,33,0.734,0.259,0.553,0.212,34.030,0.895,0.266,79.30
Susaeta,cam,34,0.810,0.364,0.345,0.382,25.118,0.870,0.190,81.76
Guaita,gk,33,0.765,1.000,0.000,0.030,15.727,0.851,0.235,77.53
Markel Bergara,lcm,18,0.763,0.000,0.000,0.000,19.667,0.880,0.237,77.14
Álvaro Jiménez,lam,13,0.615,0.400,0.182,0.154,10.000,0.530,0.385,73.55
Arrizabalaga,gk,30,0.857,0.500,0.000,0.000,23.267,0.898,0.143,80.92
Djené,lb,36,0.771,0.133,0.429,0.056,26.556,0.854,0.229,78.16
Raúl García,cam,34,0.623,0.250,0.333,0.441,22.471,0.816,0.377,74.60
Lekue,lb,32,0.772,0.389,0.362,0.281,30.312,0.773,0.228,80.03
Sergio Mora,cm,25,0.811,0.000,0.400,0.040,15.000,0.838,0.189,77.98
Ángel,st,32,0.706,0.350,0.222,0.281,11.156,0.751,0.294,75.01
M. Arambarri,cm,27,0.748,0.364,0.429,0.111,21.926,0.818,0.252,77.57
Iñigo Córdoba,ram,30,0.706,0.417,0.478,0.367,16.800,0.698,0.294,76.40
C. Stuani,st,35,0.749,0.143,0.333,0.057,11.143,0.782,0.251,74.95
Álex Granell,rcm,34,0.809,0.212,0.396,0.265,45.647,0.906,0.191,83.61
Pedro Alcalá,lb,8,0.759,0.333,0.333,0.125,34.250,0.877,0.241,79.79
Muniesa,rb,13,0.839,0.167,0.667,0.000,45.308,0.883,0.161,81.95
Borja García,ram,37,0.853,0.319,0.444,0.351,35.216,0.926,0.147,84.86
Pere Pons,lcm,31,0.831,0.190,0.200,0.032,31.581,0.879,0.169,80.85
Aday,cb,31,0.742,0.000,0.379,0.355,26.516,0.747,0.258,78.20
Bernardo Espinosa,cb,34,0.856,0.250,1.000,0.059,32.912,0.907,0.144,83.06
L. Hernández,rb,34,0.828,0.400,0.167,0.000,33.000,0.846,0.172,80.90
Pablo Maffeo,lb,33,0.784,0.583,0.522,0.242,27.333,0.861,0.216,80.74
S. Savić,lb,27,0.863,0.375,0.000,0.000,36.111,0.889,0.137,82.34
Gabi,lcm,34,0.868,0.333,0.400,0.000,47.324,0.923,0.132,84.65
Saúl,rcm,36,0.847,0.325,0.182,0.194,45.750,0.906,0.153,84.67
J. Giménez,lb,27,0.855,0.077,0.000,0.000,31.519,0.824,0.145,80.82
Fernando Torres,rw,26,0.684,0.182,0.333,0.115,7.923,0.599,0.316,72.62
J. Oblak,gk,37,0.767,0.000,0.000,0.000,12.432,0.779,0.233,74.78
Iraizoz,gk,9,0.827,0.000,0.000,0.000,15.444,0.875,0.173,78.99
Portu,lam,36,0.759,0.381,0.468,0.528,17.194,0.832,0.241,79.73
Á. Correa,lw,37,0.749,0.282,0.308,0.216,23.162,0.798,0.251,77.73
N. Gaitán,ram,6,0.758,0.250,0.000,0.167,15.167,0.791,0.242,78.69
L. Vietto,st,20,0.845,0.250,0.500,0.250,13.200,0.895,0.155,80.59
Carles Planas,rb,5,0.761,0.000,0.600,0.200,17.600,0.551,0.239,78.72
O. Kayode,rw,11,0.681,0.000,1.000,0.091,4.273,0.410,0.319,74.58
Léo Baptistão,lw,36,0.682,0.286,0.333,0.167,18.889,0.813,0.318,74.56
David López,lb,37,0.861,0.280,0.500,0.054,48.351,0.889,0.139,84.84
C. Lenglet,rb,35,0.871,0.222,1.000,0.029,46.829,0.920,0.129,85.28
P. Diop,cam,20,0.816,0.200,0.500,0.050,24.450,0.885,0.184,79.87
David Soria,gk,15,0.856,0.000,0.000,0.000,15.267,0.854,0.144,79.21
S. N'Zonzi,cm,31,0.922,0.250,0.571,0.032,58.452,0.938,0.078,88.01
S. Corchia,lb,12,0.802,0.000,0.556,0.250,25.667,0.897,0.198,80.27
S. Kjær,cb,24,0.887,0.364,0.000,0.000,40.292,0.906,0.113,83.51
P. Piatti,rw,30,0.721,0.273,0.551,0.267,18.367,0.776,0.279,76.72
Aarón,rb,32,0.779,0.667,0.393,0.469,33.156,0.904,0.221,82.83
Javi Fuego,cdm,27,0.833,0.000,0.000,0.000,32.407,0.918,0.167,80.50
L. Muriel,rw,31,0.791,0.500,0.444,0.226,13.419,0.734,0.209,78.33
Borja Lasso,cm,1,0.774,1.000,0.000,0.000,31.000,1.000,0.226,80.03
Jurado,cam,29,0.818,0.167,0.217,0.069,20.655,0.872,0.182,79.21
Sergio Rico,gk,24,0.847,0.000,0.000,0.000,16.292,0.891,0.153,78.98
Gerard Moreno,lw,38,0.744,0.244,0.222,0.474,28.605,0.874,0.256,80.10
Ganso,cam,7,0.833,0.400,1.000,0.286,45.286,0.913,0.167,82.25
Jesús Navas,lam,25,0.745,0.286,0.462,0.640,34.320,0.775,0.255,81.44
Pau López,gk,29,0.812,0.000,0.000,0.000,14.690,0.885,0.188,77.52
Pablo Sarabia,cam,34,0.786,0.500,0.407,0.471,30.324,0.849,0.214,82.25
Javi López,lb,14,0.764,0.143,0.333,0.214,32.357,0.785,0.236,79.49
Naldo,cb,11,0.852,0.000,0.000,0.091,37.455,0.861,0.148,81.20
É. Banega,cm,34,0.869,0.300,0.261,0.294,65.853,0.931,0.131,88.68
Granero,cm,25,0.882,0.467,0.727,0.160,25.360,0.730,0.118,82.51
G. Pizarro,cdm,23,0.884,0.250,0.000,0.043,50.870,0.894,0.116,84.50
H. Pérez,lam,14,0.704,0.250,0.333,0.214,14.000,0.602,0.296,76.06
Charles,st,30,0.749,0.000,0.250,0.067,12.067,0.724,0.251,74.82
Dani García,rcm,32,0.844,0.154,0.444,0.062,48.406,0.938,0.156,84.03
José Ángel,rb,30,0.673,0.222,0.411,0.167,40.067,0.847,0.327,77.32
Luis Hernández,lb,36,0.847,0.400,0.778,0.083,37.833,0.913,0.153,83.66
Z. Kuzmanović,cm,8,0.905,0.167,0.667,0.375,39.500,0.916,0.095,83.24
R. Rosales,lb,35,0.767,0.174,0.412,0.343,42.143,0.883,0.233,82.01
Borja Bastón,st,20,0.806,0.400,0.000,0.050,10.050,0.790,0.194,77.65
Ramis,cb,16,0.873,0.000,0.000,0.000,40.438,0.950,0.127,82.24
Ander Capa,lb,32,0.728,0.222,0.426,0.219,35.438,0.698,0.272,78.16
Adrián,rcm,29,0.838,0.143,0.571,0.069,33.793,0.926,0.162,81.98
Juanpi,cam,16,0.833,0.000,1.000,0.062,12.375,0.849,0.167,79.23
Joan Jordán,cam,35,0.859,0.500,0.348,0.114,32.314,0.902,0.141,83.24
Paulo Oliveira,lb,26,0.796,0.167,1.000,0.038,33.423,0.888,0.204,80.56
T. Inui,ram,38,0.810,0.211,0.333,0.184,26.158,0.890,0.190,80.55
Kike García,st,34,0.763,0.000,0.111,0.059,17.647,0.851,0.237,76.28
Roberto,gk,34,0.797,0.000,0.000,0.000,14.941,0.843,0.203,76.65
Juankar,rb,10,0.778,0.500,0.722,0.300,32.900,0.918,0.222,81.02
Diego González,rb,18,0.813,0.500,0.444,0.056,25.278,0.903,0.187,80.32
Recio,cm,22,0.868,0.250,0.200,0.136,40.318,0.914,0.132,83.51
Rubén Peña,lcm,27,0.738,0.286,0.439,0.222,28.741,0.830,0.262,78.59
M. Dmitrović,gk,36,0.769,0.250,0.000,0.000,20.306,0.849,0.231,76.70
Javi Ontiveros,lam,12,0.745,0.250,0.571,0.333,12.750,0.754,0.255,78.20
Iván Alejo,lam,21,0.596,0.167,0.412,0.190,14.857,0.706,0.404,72.31
Jony,ram,5,0.556,0.375,0.429,0.200,18.000,0.708,0.444,76.80
Sergi Enrich,st,19,0.767,0.000,0.500,0.158,18.316,0.842,0.233,77.99
Christian Rivera,cam,7,0.872,0.000,0.000,0.000,17.857,0.839,0.128,79.87
Y. En-Nesyri,rw,26,0.654,0.000,0.375,0.115,10.885,0.666,0.346,72.04
L. Messi,st,40,0.823,0.309,0.250,0.900,49.325,0.913,0.177,88.93
Nélson Semedo,lb,23,0.886,0.500,0.286,0.087,41.913,0.871,0.114,84.29
J. Mascherano,cb,11,0.916,0.348,0.000,0.273,68.000,0.949,0.084,85.89
J. Narváez,cam,7,0.883,0.333,0.000,0.143,22.000,0.802,0.117,80.75
Barragán,lb,29,0.825,0.231,0.352,0.345,46.552,0.919,0.175,84.56
Sergi Roberto,lb,30,0.905,0.438,0.296,0.233,53.833,0.944,0.095,88.02
Paco Alcácer,lw,17,0.852,0.500,0.667,0.176,13.118,0.805,0.148,80.50
Adán,gk,30,0.841,0.400,0.000,0.067,29.067,0.895,0.159,81.28
Z. Feddal,rb,15,0.841,0.273,0.333,0.000,50.867,0.942,0.159,82.79
A. Mandi,lb,34,0.935,0.154,0.333,0.029,59.412,0.952,0.065,88.58
Sergio León,st,29,0.708,0.217,0.375,0.069,11.448,0.693,0.292,73.76
A. Guardado,cm,33,0.873,0.436,0.543,0.455,46.879,0.920,0.127,87.69
M. ter Stegen,gk,37,0.878,0.000,0.000,0.000,24.892,0.911,0.122,81.20
Joaquín,cam,35,0.857,0.371,0.500,0.343,34.543,0.918,0.143,84.85
Matías Nahuel,lam,7,0.809,0.000,0.200,0.143,16.429,0.837,0.191,79.28
Víctor Camarasa,cam,24,0.890,0.400,0.400,0.208,25.375,0.874,0.110,83.24
Javi García,cdm,32,0.942,0.143,0.000,0.031,49.344,0.950,0.058,87.04
Francis Guerrero,lw,14,0.810,0.250,0.167,0.429,35.286,0.801,0.190,81.72
Aleix Vidal,lam,15,0.803,0.455,0.250,0.133,16.600,0.797,0.197,79.07
Fabián,lcm,34,0.875,0.312,0.267,0.118,59.824,0.928,0.125,87.10
L. Digne,rb,12,0.883,0.000,0.444,0.167,39.250,0.890,0.117,82.67
Denis Suárez,ram,17,0.864,0.500,0.333,0.118,20.353,0.795,0.136,80.98
K. Benzema,st,32,0.838,0.222,0.417,0.375,26.062,0.883,0.162,82.66
Daniel Carvajal,lb,28,0.855,0.227,0.436,0.679,63.107,0.946,0.145,89.49
Marcelo,rb,32,0.812,0.326,0.457,1.031,61.594,0.899,0.188,90.33
Nacho,cb,29,0.907,0.286,0.474,0.103,40.448,0.945,0.093,85.54
Isco,ram,34,0.878,0.321,0.451,0.676,57.971,0.909,0.122,90.39
Casemiro,cm,34,0.897,0.267,0.625,0.235,55.735,0.937,0.103,88.33
Pedro Mosquera,rcm,22,0.818,0.250,0.462,0.091,31.273,0.879,0.182,80.88
Guilherme,cm,31,0.871,0.167,0.300,0.161,42.161,0.924,0.129,84.53
Luisinho,rb,30,0.789,0.100,0.431,0.300,41.933,0.895,0.211,82.30
Sidnei,rb,21,0.846,0.118,0.750,0.048,35.286,0.945,0.154,82.18
Rubén,gk,28,0.824,0.000,0.000,0.000,12.179,0.830,0.176,77.39
Juanfran,lb,35,0.754,0.240,0.375,0.486,43.343,0.912,0.246,82.77
Fede Cartabia,lam,20,0.770,0.273,0.571,0.150,26.550,0.871,0.230,79.35
C. Borges,cm,35,0.835,0.286,0.375,0.086,34.171,0.892,0.165,82.08
K. Navas,gk,30,0.890,0.000,0.000,0.000,16.667,0.908,0.110,80.49
Z. Bakkali,rw,22,0.769,0.200,0.200,0.091,12.773,0.834,0.231,76.97
Bruno Gama,ram,4,0.818,0.000,0.500,0.250,11.000,0.868,0.182,79.72
Adrián López,rw,30,0.745,0.231,0.333,0.233,28.100,0.859,0.255,78.70
Marco Asensio,cam,35,0.871,0.391,0.462,0.400,34.857,0.860,0.129,85.46
Marcos Llorente,lcm,13,0.943,0.333,0.000,0.077,31.308,0.960,0.057,83.50
Borja Valle,rw,16,0.821,0.000,1.000,0.250,7.688,0.807,0.179,79.14
E. Garay,lb,24,0.885,0.167,0.500,0.125,42.583,0.925,0.115,84.51
Nacho Vidal,lb,7,0.810,0.000,0.333,0.000,26.286,0.848,0.190,79.54
Rúben Vezo,cb,19,0.802,0.000,0.333,0.053,37.789,0.905,0.198,80.53
José Gayá,rb,34,0.814,0.207,0.493,0.412,41.735,0.885,0.186,84.15
L. Chichizola,gk,27,0.837,0.500,0.000,0.000,28.370,0.909,0.163,80.88
Bigas,rb,11,0.901,0.667,0.000,0.000,50.636,0.950,0.099,83.73
Rodrigo,st,40,0.776,0.244,0.227,0.325,22.225,0.855,0.224,79.41
Carlos Soler,lam,33,0.832,0.333,0.371,0.212,28.909,0.865,0.168,81.95
Dani Parejo,cm,34,0.876,0.333,0.600,0.118,63.324,0.946,0.124,87.99
Tana,cam,24,0.874,0.353,0.500,0.125,31.375,0.894,0.126,83.07
Jonathan Viera,cam,23,0.876,0.306,0.571,0.696,60.000,0.909,0.124,89.15
A. Halilović,lam,20,0.786,0.333,0.350,0.050,22.450,0.864,0.214,78.81
David Simón,lb,11,0.836,0.333,0.462,0.818,38.909,0.897,0.164,84.09
Medrán,cm,18,0.841,0.235,0.500,0.167,26.167,0.890,0.159,81.30
Ximo Navarro,cb,31,0.883,0.500,0.167,0.032,39.871,0.923,0.117,84.37
J. Calleri,st,37,0.696,0.273,0.160,0.189,17.081,0.861,0.304,74.98
Vitolo,ram,23,0.835,0.500,0.125,0.130,27.130,0.886,0.165,81.28
Dani Castellano,rb,24,0.832,0.250,0.455,0.083,35.000,0.883,0.168,81.73
Neto,gk,33,0.819,0.500,0.000,0.000,10.879,0.872,0.181,77.91
Nacho Gil,rw,20,0.801,0.444,0.167,0.100,16.100,0.816,0.199,78.65
Santi Mina,rw,32,0.810,0.077,0.400,0.094,13.500,0.805,0.190,77.84
S. Araújo,st,2,0.950,0.000,0.000,0.000,10.000,0.871,0.050,80.23
Javi Castellano,cdm,23,0.912,0.000,0.750,0.000,43.348,0.930,0.088,84.68
Míchel,lb,28,0.828,0.000,0.380,0.429,34.071,0.882,0.172,83.06
N. Maksimović,lcm,14,0.889,0.000,0.400,0.071,17.357,0.907,0.111,80.88
Rubén Sobrino,lw,26,0.776,0.167,0.625,0.077,13.577,0.817,0.224,77.21
Alexis,cb,27,0.802,0.222,0.167,0.037,21.852,0.838,0.198,78.55
Ibai Gómez,lam,34,0.757,0.347,0.312,0.176,23.265,0.819,0.243,78.09
Alfonso Pedraza,ram,33,0.665,0.214,0.375,0.364,19.788,0.762,0.335,75.04
Rodrigo Ely,cb,31,0.788,0.250,0.000,0.032,30.129,0.860,0.212,79.00
Carlos Vigaray,lb,12,0.747,0.250,0.182,0.083,19.750,0.843,0.253,77.94
M. Mantovani,cb,13,0.839,0.000,0.000,0.000,26.308,0.866,0.161,79.82
E. Muñoz,cb,19,0.824,0.000,1.000,0.053,25.053,0.884,0.176,80.24
Zaldúa,lb,30,0.761,0.286,0.400,0.400,29.333,0.910,0.239,80.74
Gabriel,rcm,29,0.751,0.286,0.200,0.207,35.345,0.889,0.249,79.77
M. Wakaso,rcm,19,0.752,0.000,0.357,0.000,22.316,0.810,0.248,77.02
Rubén Pérez,cdm,31,0.806,0.323,0.600,0.097,44.484,0.900,0.194,82.62
Fernando Pacheco,gk,38,0.787,0.000,0.000,0.000,13.079,0.790,0.213,75.59
Burgui,ram,23,0.769,0.308,0.167,0.217,14.652,0.856,0.231,77.98
Eraso,cam,33,0.785,0.217,0.522,0.152,23.515,0.862,0.215,79.15
Omar Ramos,cam,23,0.782,0.545,0.400,0.435,19.348,0.877,0.218,80.61
A. Szymanowski,ram,13,0.728,0.333,0.357,0.462,22.615,0.853,0.272,79.27
C. Santos,st,10,0.840,1.000,0.000,0.100,9.400,0.774,0.160,79.69
Diego Rico,rb,26,0.710,0.286,0.333,0.269,36.654,0.873,0.290,78.98
Cuéllar,gk,35,0.727,0.000,0.000,0.000,17.686,0.850,0.273,74.46
Manu García,cm,30,0.792,0.059,0.500,0.133,30.467,0.886,0.208,80.02
Guerrero,st,22,0.844,0.333,0.000,0.091,14.273,0.804,0.156,79.28
Tomás Pina,cm,30,0.856,0.333,0.286,0.100,30.600,0.933,0.144,82.51
Óscar Romero,lcm,5,0.684,0.000,0.250,0.000,11.400,0.749,0.316,77.43
Erik Morán,cm,6,0.759,0.286,0.000,0.000,18.000,0.824,0.241,78.56
N. El Zhar,lam,30,0.793,0.333,0.500,0.167,19.833,0.815,0.207,79.05
Bustinza,lb,20,0.832,0.000,0.500,0.050,29.800,0.905,0.168,80.69
Héctor,rb,1,1.000,0.000,0.000,0.000,1.000,1.000,0.000,80.22
C. Bakambu,st,15,0.767,0.300,0.667,0.067,17.467,0.876,0.233,78.34
Rúben Semedo,cb,4,0.884,0.000,0.000,0.000,21.500,0.884,0.116,80.21
Samu Castillejo,lam,30,0.806,0.195,0.423,0.300,28.967,0.878,0.194,81.36
M. Barbosa,gk,13,0.896,0.000,0.000,0.000,14.077,0.879,0.104,80.16
E. Zidane,cm,2,0.655,0.000,0.000,0.000,14.500,0.773,0.345,78.72
Paulinho,cam,39,0.893,0.381,0.000,0.205,33.897,0.903,0.107,84.92
Sergio García,st,33,0.746,0.296,0.529,0.182,12.758,0.698,0.254,75.91
M. Dos Santos,cb,13,0.823,1.000,0.500,0.000,22.615,0.904,0.177,80.63
Tito,lb,9,0.757,0.000,0.385,0.111,26.111,0.845,0.243,78.85
Óscar Melendo,cam,18,0.859,0.250,0.500,0.167,14.167,0.787,0.141,80.25
Gumbau,rcm,22,0.822,0.467,0.000,0.091,22.727,0.895,0.178,80.10
E. Çolak,cam,26,0.807,0.300,0.379,0.269,30.462,0.935,0.193,81.70
D. Godín,rb,35,0.888,0.200,0.000,0.029,38.743,0.897,0.112,83.77
Thomas,lcm,33,0.857,0.240,0.250,0.091,41.121,0.898,0.143,83.56
Hernán,lcm,7,0.908,0.000,0.000,0.000,32.571,0.929,0.092,81.36
Fabio González,lcm,1,0.976,0.000,0.000,0.000,41.000,1.000,0.024,80.54
Momo,ram,13,0.816,0.167,0.714,0.154,27.615,0.881,0.184,80.62
Benito Ramírez,ram,4,0.657,0.000,0.500,0.000,16.750,0.833,0.343,77.95
Álex Mula,cam,11,0.772,0.000,0.158,0.182,18.727,0.841,0.228,78.56
Douglas Luiz,cam,14,0.822,0.000,0.500,0.000,9.214,0.789,0.178,78.02
G. Kondogbia,cm,31,0.884,0.227,0.667,0.032,48.581,0.941,0.116,85.54
J. Murillo,rb,17,0.921,0.000,0.000,0.000,41.765,0.962,0.079,83.74
Toni Lato,rb,15,0.792,0.250,0.250,0.067,22.733,0.821,0.208,78.90
Montoya,lb,25,0.809,0.250,0.310,0.240,40.240,0.884,0.191,82.35
Borja Mayoral,st,13,0.867,0.000,0.000,0.000,8.692,0.893,0.133,79.12
Antunes,rb,32,0.636,0.154,0.362,0.219,29.281,0.745,0.364,74.25
M. Krohn-Dehli,cm,24,0.860,0.333,0.700,0.125,30.000,0.877,0.140,82.54
Sergio Escudero,rb,27,0.831,0.188,0.333,0.148,47.148,0.913,0.169,83.51
G. Mercado,lb,29,0.853,0.143,0.333,0.103,37.862,0.906,0.147,82.89
W. Ben Yedder,st,25,0.797,0.444,0.500,0.280,17.760,0.767,0.203,79.56
N. Pareja,lb,5,0.904,0.500,0.000,0.000,41.800,0.856,0.096,81.54
Portillo,lam,33,0.774,0.384,0.286,0.273,29.667,0.883,0.226,80.44
F. Roncaglia,cb,21,0.893,0.308,0.800,0.048,49.143,0.868,0.107,84.99
Sergi Gómez,cb,32,0.918,0.118,1.000,0.031,49.188,0.903,0.082,86.80
R. Durmisi,rb,24,0.816,0.333,0.237,0.250,36.625,0.901,0.184,82.30
Cristian Tello,rw,32,0.783,0.294,0.333,0.125,21.594,0.869,0.217,78.69
A. Sanabria,st,17,0.787,0.000,0.500,0.000,8.294,0.797,0.213,76.83
Bóveda,cb,14,0.764,0.500,0.375,0.143,33.357,0.867,0.236,80.00
Saborit,rb,19,0.779,0.286,0.321,0.158,28.368,0.834,0.221,79.53
Vesga,cm,11,0.864,0.667,0.667,0.182,32.818,0.944,0.136,82.63
Bebé,cam,8,0.623,0.000,0.286,0.500,15.250,0.689,0.377,76.79
Jordi Amat,cb,25,0.923,0.400,0.000,0.000,59.920,0.942,0.077,87.13
Chuca,ram,4,0.745,0.000,0.000,0.000,11.750,0.580,0.255,78.16
Íñigo Martínez,rb,28,0.819,0.323,0.263,0.143,49.214,0.932,0.181,83.63
A. Januzaj,cam,29,0.787,0.435,0.500,0.379,17.310,0.880,0.213,80.20
P. Tytoń,gk,2,0.923,0.000,0.000,0.000,6.500,0.926,0.077,80.07
Lucas Pérez,st,35,0.714,0.279,0.452,0.514,22.743,0.837,0.286,78.55
F. Valverde,rcm,24,0.812,0.429,0.500,0.125,23.042,0.763,0.188,79.77
Diego Llorente,cb,27,0.902,0.333,0.400,0.000,53.778,0.936,0.098,86.18
Gabriel,cb,30,0.892,0.143,0.000,0.000,42.333,0.886,0.108,83.83
Filipe Luis,rb,22,0.841,0.273,0.333,0.182,49.409,0.909,0.159,84.00
Andreas Pereira,cam,22,0.695,0.167,0.429,0.273,17.409,0.781,0.305,76.07
K. Gameiro,st,25,0.812,0.500,0.000,0.080,8.720,0.726,0.188,77.44
Rober,cb,25,0.857,0.200,0.500,0.040,25.960,0.882,0.143,81.25
T. Hernández,rb,13,0.863,0.200,0.294,0.154,43.846,0.906,0.137,82.85
Kiko Casilla,gk,10,0.867,0.500,0.000,0.000,15.800,0.930,0.133,80.28
Pedro López,lb,21,0.781,0.167,0.390,0.190,28.714,0.854,0.219,79.73
Samu García,cam,17,0.669,0.000,0.600,0.059,6.941,0.725,0.331,73.69
C. Beauvue,st,26,0.742,0.500,0.286,0.154,9.231,0.686,0.258,75.65
D. Torres,cdm,17,0.840,0.250,1.000,0.118,28.765,0.887,0.160,81.62
Munir,st,33,0.763,0.500,0.529,0.182,17.788,0.775,0.237,77.88
Iago Herrerín,gk,8,0.794,0.000,0.000,0.000,23.625,0.896,0.206,79.05
Iturraspe,cm,30,0.857,0.071,0.538,0.067,36.533,0.887,0.143,82.64
J. Mojica,rb,33,0.730,0.067,0.471,0.333,32.758,0.848,0.270,79.09
Ager Aketxe,lam,3,0.868,0.000,1.000,0.333,12.667,0.769,0.132,80.29
Sabin Merino,rw,13,0.744,0.000,0.333,0.000,6.615,0.739,0.256,75.91
G. Escalante,lam,26,0.781,0.333,0.333,0.154,24.077,0.734,0.219,78.63
Daniel Carriço,cb,6,0.904,0.000,0.000,0.000,38.167,0.947,0.096,81.45
J. Correa,ram,20,0.855,0.778,0.000,0.200,22.350,0.896,0.145,81.92
J. Geis,lcm,14,0.872,0.125,0.250,0.000,25.571,0.746,0.128,80.40
A. Aquilani,cm,21,0.852,0.231,0.500,0.095,45.619,0.916,0.148,83.51
Aythami Artiles,cb,3,0.925,0.000,0.000,0.000,26.667,0.946,0.075,80.67
Keko,lam,21,0.730,0.100,0.407,0.238,17.667,0.849,0.270,77.23
F. Ricca,rb,14,0.710,0.333,0.478,0.143,31.071,0.857,0.290,78.38
L. Rémy,rw,22,0.786,0.000,0.444,0.091,15.682,0.770,0.214,77.42
Miguel Cifuentes,lb,2,0.694,1.000,0.375,1.000,31.000,0.800,0.306,80.40
Vicente Gómez,cm,25,0.886,0.231,0.333,0.120,33.400,0.767,0.114,82.84
L. Suárez,rw,38,0.763,0.302,0.600,0.684,30.816,0.886,0.237,82.91
Víctor Sánchez,lcm,30,0.760,0.154,0.286,0.067,38.967,0.848,0.240,79.39
Mario Hermoso,rb,22,0.795,0.429,0.000,0.045,40.727,0.867,0.205,80.82
O. Dembélé,lw,21,0.798,0.300,0.333,0.476,25.238,0.863,0.202,81.42
Marc Navarro,lb,19,0.694,0.267,0.386,0.211,23.526,0.683,0.306,76.36
Dídac Vilá,rb,14,0.746,0.143,0.294,0.286,25.571,0.540,0.254,77.95
Juanpe,cb,34,0.835,0.286,0.200,0.088,36.029,0.918,0.165,82.27
L. Carole,rb,6,0.819,0.000,0.200,0.000,49.667,0.918,0.181,80.89
W. Montoya,lam,1,0.652,1.000,0.000,1.000,23.000,1.000,0.348,80.07
F. Vázquez,cam,30,0.755,0.220,0.391,0.400,28.133,0.778,0.245,79.62
Aleix García,cdm,19,0.867,0.000,0.500,0.000,25.421,0.870,0.133,80.85
A. Arribas,cb,3,0.867,0.500,0.000,0.000,37.667,0.886,0.133,80.65
Fernando Navarro,rb,15,0.825,0.500,0.333,0.067,28.600,0.690,0.175,80.12
C. Pantilimon,gk,6,0.771,0.000,0.000,0.000,13.833,0.904,0.229,78.49
R. Boudebouz,lam,27,0.808,0.348,0.273,0.296,29.481,0.894,0.192,81.59
D. Siovas,rb,24,0.821,0.200,0.000,0.000,27.958,0.897,0.179,79.81
Gálvez,cb,22,0.850,0.333,1.000,0.000,47.682,0.926,0.150,83.86
D. Brašanac,lcm,23,0.795,0.286,0.375,0.043,16.739,0.782,0.205,77.93
José Naranjo,rw,15,0.811,0.000,0.000,0.067,8.467,0.790,0.189,77.58
Arbilla,rb,29,0.837,0.333,0.400,0.000,49.862,0.882,0.163,83.47
R. Varane,lb,34,0.909,0.500,0.000,0.059,46.441,0.936,0.091,86.37
Dani Ceballos,cam,11,0.935,0.000,0.500,0.091,32.091,0.939,0.065,82.96
Mario,lb,32,0.807,0.150,0.417,0.344,44.938,0.906,0.193,83.75
D. Cheryshev,ram,29,0.693,0.231,0.273,0.172,13.828,0.649,0.307,73.87
Marc Roca,rcm,8,0.885,0.000,0.000,0.000,20.625,0.930,0.115,80.43
E. Rolón,cm,7,0.771,0.000,0.000,0.000,18.714,0.814,0.229,78.37
Chory Castro,ram,26,0.740,0.273,0.397,0.423,33.577,0.880,0.260,80.47
