Player,PrimaryPosition,Games,LongPassAcc,LongthroughPassAcc,LongPassAssistsPerGame,FreeKickAcc,Consistency,TurnoverRate,Rating
M. Niang,rw,29,0.534,0.300,0.000,0.500,0.435,0.466,57.524
P. Iemmello,st,16,0.743,0.500,0.000,0.727,0.626,0.257,73.091
D. Baselli,cm,32,0.803,0.353,0.156,0.560,0.828,0.197,76.201
A. Lazaar,rb,8,0.609,0.417,0.250,0.583,0.617,0.391,70.158
E. Krafth,lb,14,0.660,0.455,0.143,0.650,0.715,0.340,71.560
B. Petković,rw,25,0.640,0.368,0.040,0.533,0.579,0.360,65.907
L. Pavoletti,lw,33,0.618,0.357,0.000,0.583,0.460,0.382,62.496
M. Tumminello,st,9,0.561,0.500,0.000,0.667,0.373,0.439,66.895
M. Kean,st,19,0.600,0.545,0.000,0.643,0.294,0.400,66.036
A. Grassi,cm,28,0.775,0.500,0.036,0.688,0.796,0.225,76.735
K. Asamoah,rcm,19,0.820,0.357,0.105,0.500,0.863,0.180,75.639
M. Benatia,cb,22,0.882,0.500,0.000,0.700,0.888,0.118,80.758
M. Léris,rw,3,0.583,0.500,0.000,0.636,1.000,0.417,71.378
D. Calabria,lb,21,0.665,0.364,0.048,0.455,0.624,0.335,67.340
Bastos,lb,21,0.840,0.500,0.048,0.750,0.862,0.160,79.499
G. Bonaventura,ram,33,0.773,0.370,0.091,0.400,0.747,0.227,73.066
Luiz Felipe,cb,18,0.828,0.353,0.000,0.769,0.801,0.172,74.829
E. Viviano,gk,27,0.737,0.353,0.000,0.700,0.821,0.263,71.647
D. Zapata,st,31,0.530,0.417,0.129,0.519,0.343,0.470,60.680
L. Pellegrini,lam,27,0.707,0.316,0.222,0.500,0.613,0.293,69.832
P. Schick,lw,22,0.738,0.455,0.045,0.692,0.716,0.262,73.391
M. Antonucci,st,2,0.577,0.500,0.000,0.750,0.529,0.423,70.680
Gerson,cam,24,0.779,0.412,0.083,0.588,0.779,0.221,74.835
Maxi López,st,27,0.556,0.438,0.037,0.727,0.227,0.444,61.053
J. Stryger Larsen,lb,33,0.738,0.412,0.030,0.435,0.789,0.262,72.303
A. Rosi,lb,24,0.518,0.273,0.042,0.462,0.592,0.482,59.109
Ali Adnan,rb,23,0.635,0.462,0.261,0.475,0.727,0.365,71.701
S. Bastien,lcm,21,0.779,0.429,0.000,0.688,0.792,0.221,74.451
P. Gollini,gk,7,0.866,0.500,0.000,0.700,0.917,0.134,76.396
R. Orsolini,lw,15,0.645,0.455,0.200,0.522,0.168,0.355,67.222
A. Tonev,lw,8,0.500,0.500,0.000,0.688,0.328,0.500,65.714
A. Ranocchia,cb,10,0.814,0.357,0.000,0.700,0.440,0.186,71.406
G. González,lb,25,0.778,0.227,0.000,0.700,0.865,0.222,70.959
O. Okwonkwo,lw,10,0.641,0.500,0.000,0.615,0.398,0.359,68.631
I. Cofie,cdm,12,0.727,0.462,0.000,0.700,0.692,0.273,72.252
E. Zukanović,rb,31,0.759,0.389,0.161,0.533,0.853,0.241,75.386
N. Spolli,cb,21,0.866,0.500,0.000,0.700,0.814,0.134,79.360
A. Murgia,lcm,15,0.714,0.357,0.000,0.583,0.501,0.286,68.350
F. Ricci,lw,20,0.562,0.238,0.050,0.442,0.424,0.438,59.491
P. Brlek,cm,5,0.731,0.500,0.000,0.700,0.899,0.269,73.205
A. Romagnoli,rb,28,0.888,0.467,0.000,0.562,0.914,0.112,80.916
R. Bajić,lw,5,0.680,0.545,0.000,0.700,1.000,0.320,73.183
Ryder Matos,rw,18,0.551,0.545,0.000,0.421,0.156,0.449,62.749
S. Armenteros,st,9,0.593,0.500,0.000,0.636,0.500,0.407,68.298
R. Chibsah,lcm,14,0.852,0.500,0.071,0.636,0.754,0.148,77.731
C. Lombardi,lw,17,0.579,0.500,0.294,0.567,0.400,0.421,68.554
A. Ounas,lw,7,0.649,0.455,0.143,0.625,0.734,0.351,71.451
V. Parigini,rw,21,0.566,0.462,0.238,0.429,0.297,0.434,64.987
M. Fossati,cdm,17,0.753,0.318,0.059,0.571,0.789,0.247,71.590
H. Moreno,rb,16,0.867,0.400,0.062,0.692,0.883,0.133,77.845
L. Ceppitelli,cb,26,0.780,0.440,0.077,0.636,0.756,0.220,75.480
F. Romagna,lb,23,0.733,0.292,0.130,0.636,0.677,0.267,70.303
S. Gustafson,cm,4,0.560,0.500,0.000,0.636,0.134,0.440,68.232
L. Boyé,rw,22,0.466,0.538,0.000,0.471,0.130,0.534,58.520
L. Vido,rw,4,0.704,0.500,0.250,0.786,1.000,0.296,74.082
A. Bastoni,rb,4,0.711,0.455,0.000,0.700,0.723,0.289,71.819
M. Gonalons,cm,16,0.871,0.429,0.125,0.615,0.923,0.129,79.248
N. Giannetti,lw,8,0.658,0.417,0.125,0.769,0.806,0.342,71.665
D. Biondini,lam,7,0.674,0.500,0.143,0.571,0.383,0.326,70.700
F. Depaoli,lcm,17,0.557,0.333,0.176,0.552,0.521,0.443,64.383
L. Rigoni,lcm,23,0.731,0.444,0.043,0.619,0.782,0.269,73.319
A. Caracciolo,cb,33,0.800,0.316,0.000,0.636,0.756,0.200,72.617
E. Bearzotti,lcm,6,0.654,0.385,0.000,0.368,0.679,0.346,69.457
V. Verre,cam,18,0.804,0.400,0.056,0.714,0.638,0.196,74.036
V. Laurini,lb,22,0.671,0.444,0.273,0.580,0.691,0.329,72.823
C. Zapata,cb,12,0.847,0.500,0.083,0.625,0.892,0.153,78.105
Felipe,rb,30,0.743,0.296,0.067,0.562,0.822,0.257,71.001
Lyanco,rb,4,0.747,0.500,0.000,0.700,0.945,0.253,73.335
C. Ansaldi,rb,25,0.628,0.318,0.240,0.557,0.681,0.372,67.861
S. Miangue,rb,11,0.563,0.417,0.636,0.591,0.560,0.437,71.496
A. Gravillon,cb,2,0.690,0.500,0.000,0.700,1.000,0.310,72.318
L. Spinazzola,ram,18,0.633,0.379,0.222,0.567,0.839,0.367,70.823
G. Mancini,cb,11,0.762,0.429,0.000,0.636,0.832,0.238,73.434
Patric,cb,10,0.801,0.545,0.300,0.625,0.568,0.199,76.747
Lee Seung-Woo,rw,16,0.615,0.357,0.000,0.583,0.448,0.385,64.614
D. Di Gennaro,cam,1,0.619,0.500,0.000,0.700,1.000,0.381,71.782
F. Migliore,rb,6,0.603,0.455,0.333,0.600,0.474,0.397,70.603
Y. Karamoh,lw,16,0.607,0.545,0.125,0.414,0.356,0.393,67.889
A. Bizzarri,gk,32,0.763,0.500,0.000,0.700,0.852,0.237,76.604
L. Capezzi,cm,5,0.623,0.462,0.200,0.533,0.657,0.377,71.054
Angelo da Costa,gk,4,0.818,0.500,0.000,0.700,0.886,0.182,74.097
N. Maksimović,lb,2,0.818,0.500,0.000,0.700,1.000,0.182,73.271
B. Djimsiti,cb,30,0.879,0.385,0.000,0.636,0.913,0.121,79.064
R. Saponara,cam,18,0.725,0.409,0.111,0.526,0.568,0.275,70.988
A. Deiola,lcm,12,0.569,0.455,0.083,0.667,0.327,0.431,65.944
Mário Rui,rb,25,0.684,0.333,0.120,0.255,0.835,0.316,69.380
M. Valdifiori,cm,12,0.726,0.389,0.083,0.625,0.583,0.274,70.935
A. Balić,cm,20,0.803,0.462,0.100,0.474,0.856,0.197,77.033
D. Kownacki,lw,22,0.579,0.462,0.045,0.444,0.467,0.421,64.628
A. Izzo,lb,16,0.683,0.316,0.000,0.524,0.789,0.317,68.546
G. van der Wiel,lb,5,0.645,0.462,0.000,0.500,0.674,0.355,70.427
Rafael,gk,10,0.716,0.500,0.000,0.700,0.763,0.284,72.871
S. Umar,st,3,0.609,0.500,0.000,0.700,0.529,0.391,70.519
S. Widmer,lb,23,0.599,0.353,0.174,0.433,0.651,0.401,66.170
A. Brignoli,gk,13,0.708,0.500,0.000,0.700,0.847,0.292,73.410
B. Gyamfi,lb,8,0.625,0.455,0.000,0.625,0.333,0.375,67.813
D. Santon,rb,15,0.720,0.357,0.067,0.529,0.799,0.280,71.281
S. Lo Faso,lw,2,0.667,0.500,0.000,0.700,1.000,0.333,72.148
M. Kanoute,rw,2,0.625,0.500,0.000,0.636,0.000,0.375,70.037
L. Crosta,gk,1,0.615,0.500,0.000,0.700,1.000,0.385,71.768
S. Simič,lb,8,0.809,0.455,0.000,0.636,0.438,0.191,72.410
F. Cassata,cam,10,0.634,0.500,0.000,0.588,0.476,0.366,68.862
C. Falletti,cam,13,0.712,0.500,0.000,0.625,0.844,0.288,73.337
R. Meggiorini,st,15,0.525,0.462,0.067,0.444,0.533,0.475,64.763
R. Karsdorp,lb,1,0.711,0.500,0.000,0.636,1.000,0.289,72.122
A. Romero,cm,6,0.732,0.500,0.000,0.700,0.438,0.268,71.454
L. Antonelli,rb,5,0.615,0.500,0.000,0.636,0.633,0.385,70.311
N. Pierini,rw,2,0.591,0.500,0.000,0.700,0.000,0.409,69.822
G. Scamacca,lw,3,0.600,0.545,0.333,0.727,0.000,0.400,70.505
S. Ingelsson,cam,7,0.565,0.500,0.000,0.583,0.446,0.435,67.934
N. Haas,cm,7,0.729,0.500,0.000,0.727,0.751,0.271,72.906
L. Sepe,gk,1,0.667,0.500,0.000,0.700,1.000,0.333,71.970
N. Burdisso,cb,24,0.858,0.500,0.042,0.727,0.911,0.142,80.934
Felipe Anderson,cam,21,0.686,0.455,0.190,0.500,0.710,0.314,72.534
E. Brignola,lw,18,0.719,0.400,0.056,0.684,0.715,0.281,71.645
E. Goldaniga,lb,13,0.705,0.500,0.077,0.636,0.790,0.295,73.495
F. Zuculini,lcm,11,0.754,0.500,0.000,0.667,0.745,0.246,73.777
P. Jaroszyński,rb,11,0.545,0.278,0.273,0.477,0.530,0.455,65.470
S. Calvano,cm,15,0.682,0.500,0.067,0.467,0.464,0.318,69.923
N. Milenković,lb,19,0.831,0.455,0.000,0.727,0.823,0.169,77.061
Ľ. Tupta,lw,2,0.652,0.500,0.000,0.700,1.000,0.348,72.040
G. Rossi,st,9,0.820,0.545,0.000,0.636,0.927,0.180,76.672
G. Felicioli,rb,6,0.583,0.500,0.000,0.583,0.561,0.417,69.143
J. Billong,lb,5,0.812,0.500,0.000,0.700,0.881,0.188,74.413
M. Bani,cb,16,0.810,0.455,0.000,0.667,0.712,0.190,74.956
Guilherme,lam,12,0.677,0.368,0.167,0.556,0.737,0.323,70.847
A. Benali,rcm,10,0.644,0.455,0.000,0.500,0.652,0.356,69.370
B. Dramé,rb,5,0.618,0.500,0.000,0.583,0.688,0.382,70.487
Sandro,cdm,14,0.836,0.455,0.000,0.692,0.873,0.164,76.779
Leandro Castán,rb,14,0.694,0.333,0.000,0.692,0.844,0.306,70.200
C. Lykogiannis,rb,11,0.476,0.455,0.000,0.476,0.094,0.524,61.150
J. Vuković,cb,15,0.854,0.500,0.000,0.667,0.877,0.146,78.277
A. Meret,gk,13,0.802,0.500,0.000,0.700,0.815,0.198,75.943
Rafinha,cam,17,0.802,0.412,0.235,0.519,0.843,0.198,77.138
M. Rigione,lb,1,0.591,0.500,0.000,0.700,1.000,0.409,71.671
F. Avenatti,st,11,0.575,0.417,0.000,0.583,0.127,0.425,63.672
Pedro Pereira,lb,6,0.592,0.455,0.167,0.524,0.734,0.408,70.454
O. Hiljemark,cam,17,0.667,0.500,0.294,0.529,0.583,0.333,72.832
Iuri Medeiros,lw,11,0.702,0.476,0.182,0.591,0.760,0.298,73.514
F. Zampano,cb,6,0.677,0.455,0.167,0.667,0.716,0.323,72.109
M. Lemos,cb,24,0.812,0.333,0.000,0.636,0.796,0.188,73.701
M. Barrow,st,11,0.731,0.500,0.091,0.750,0.794,0.269,74.414
L. López,cb,1,0.724,0.500,0.000,0.700,1.000,0.276,72.196
Rogério,rb,12,0.665,0.412,0.417,0.679,0.575,0.335,72.600
G. Gaudino,ram,1,0.625,0.500,0.000,0.700,1.000,0.375,71.806
L. Tonelli,cb,4,0.851,0.455,0.000,0.700,0.925,0.149,74.324
Everton Luiz,cm,10,0.756,0.455,0.000,0.700,0.792,0.244,73.438
L. Šimić,cb,5,0.623,0.429,0.000,0.700,0.389,0.377,68.975
Han Kwang-Song,st,7,0.600,0.500,0.143,0.692,0.255,0.400,68.799
A. Toșca,rb,18,0.840,0.375,0.000,0.632,0.811,0.160,75.362
C. Diabaté,st,11,0.673,0.500,0.000,0.700,0.634,0.327,70.992
D. Boldor,cb,1,0.690,0.500,0.000,0.700,1.000,0.310,72.063
S. Romagnoli,cb,8,0.762,0.455,0.000,0.636,0.844,0.238,73.507
J. Andersen,cb,7,0.839,0.538,0.000,0.700,0.862,0.161,76.009
D. Ceter,rw,6,0.613,0.500,0.000,0.700,0.000,0.387,67.438
K. Bonifazi,cb,6,0.787,0.500,0.000,0.769,0.842,0.213,74.274
N. Zanellato,lam,1,0.647,0.500,0.000,0.636,1.000,0.353,71.872
A. Buongiorno,rb,1,0.619,0.500,0.000,0.700,1.000,0.381,71.782
M. Silvestri,gk,2,0.718,0.500,0.000,0.700,0.897,0.282,72.346
G. Volpicelli,lcm,1,0.619,0.500,0.000,0.700,1.000,0.381,71.782
C. Dell'Orco,rb,7,0.608,0.545,0.000,0.700,0.616,0.392,70.285
M. Bianchetti,lb,2,0.595,0.357,0.000,0.615,0.712,0.405,70.472
A. Santurro,gk,1,0.707,0.500,0.000,0.700,1.000,0.293,72.130
M. Vitale,ram,2,0.621,0.500,0.000,0.636,1.000,0.379,71.770
S. Pontisso,rcm,1,0.692,0.500,0.000,0.700,1.000,0.308,72.071
G. Pegolo,gk,2,0.658,0.500,0.000,0.700,0.717,0.342,71.584
M. Diaby,lw,2,0.636,0.545,0.000,0.700,1.000,0.364,72.110
C. Keita,rb,2,0.652,0.500,0.000,0.700,1.000,0.348,72.040
F. Caligara,rcm,1,0.591,0.500,0.000,0.700,1.000,0.409,71.671
J. El Yamiq,cb,4,0.716,0.429,0.000,0.700,0.847,0.284,72.088
B. Drągowski,gk,3,0.682,0.545,0.000,0.700,0.920,0.318,72.531
A. Danzi,cdm,5,0.849,0.500,0.000,0.700,0.882,0.151,75.004
J. Silva,rb,2,0.649,0.500,0.500,0.615,0.843,0.351,72.864
L. Sparandeo,rb,1,0.733,0.500,0.000,0.700,1.000,0.267,72.232
E. Capradossi,lb,2,0.611,0.500,0.000,0.700,0.823,0.389,71.424
E. Lamanna,gk,1,0.667,0.500,0.000,0.700,1.000,0.333,71.970
S. Sanogo,st,2,0.600,0.500,0.000,0.700,0.000,0.400,69.889
F. Rossi,gk,1,0.619,0.500,0.000,0.700,1.000,0.381,71.782
Christian Rutjens,lb,1,0.625,0.500,0.000,0.700,1.000,0.375,71.806
E. Torrasi,ram,1,0.619,0.500,0.000,0.700,1.000,0.381,71.782
C. Pinsoglio,gk,1,0.591,0.500,0.000,0.700,1.000,0.409,71.671
Ł. Skorupski,gk,1,0.750,0.500,0.000,0.700,1.000,0.250,72.298
V. Milinković-Savić,gk,1,0.675,0.500,0.000,0.700,1.000,0.325,72.002
Trigueros,rcm,34,0.821,0.420,0.206,0.500,0.857,0.179,79.473
E. Ünal,st,30,0.667,0.429,0.000,0.615,0.578,0.333,67.756
Rodri,cdm,37,0.904,0.421,0.000,0.643,0.909,0.096,81.585
Jaume Costa,rb,30,0.683,0.412,0.333,0.444,0.798,0.317,74.104
Álvaro González,cb,33,0.820,0.400,0.030,0.588,0.854,0.180,76.766
Víctor Ruíz,rb,27,0.811,0.367,0.037,0.692,0.852,0.189,75.698
Andrés Fernández,gk,3,0.720,0.500,0.000,0.700,0.816,0.280,72.407
A. Rukavina,cb,19,0.786,0.533,0.158,0.581,0.806,0.214,78.238
N. Sansone,rw,18,0.619,0.400,0.000,0.611,0.569,0.381,66.215
Sergio Postigo,cb,30,0.803,0.421,0.067,0.556,0.815,0.197,76.373
José Luis Morales,cam,35,0.584,0.459,0.343,0.443,0.674,0.416,69.856
E. Bardhi,rcm,26,0.793,0.474,0.038,0.571,0.760,0.207,76.095
J. Lerma,cm,30,0.804,0.391,0.033,0.615,0.815,0.196,75.467
Chema,rb,24,0.768,0.400,0.042,0.700,0.801,0.232,74.218
Iván López,lb,3,0.625,0.385,0.000,0.588,0.886,0.375,70.817
Raúl Fernández,gk,11,0.773,0.500,0.000,0.700,0.867,0.227,75.119
Campaña,cm,35,0.821,0.464,0.029,0.516,0.839,0.179,78.014
Álex Alegría,st,9,0.579,0.455,0.000,0.636,0.177,0.421,65.561
Toño,rb,12,0.627,0.333,0.250,0.606,0.734,0.373,69.756
Jason,lam,27,0.572,0.353,0.333,0.436,0.510,0.428,65.423
Pablo Fornals,cam,35,0.710,0.391,0.171,0.500,0.662,0.290,71.417
C. Bacca,rw,38,0.667,0.292,0.053,0.619,0.555,0.333,64.538
L. Suárez,ram,1,0.583,0.500,0.000,0.700,1.000,0.417,71.641
C. Doukouré,lcm,19,0.802,0.545,0.000,0.583,0.605,0.198,75.592
A. N'Diaye,cdm,4,0.782,0.462,0.000,0.700,0.872,0.218,73.287
Ivi,rw,29,0.592,0.318,0.138,0.475,0.635,0.408,64.092
E. Boateng,st,25,0.689,0.500,0.120,0.636,0.482,0.311,71.093
Willian José,rw,34,0.671,0.438,0.147,0.500,0.725,0.329,71.177
Illarramendi,cm,36,0.848,0.452,0.028,0.500,0.919,0.152,79.771
Raúl Navas,cb,20,0.860,0.300,0.050,0.643,0.917,0.140,76.272
Aritz Elustondo,lb,19,0.825,0.611,0.105,0.588,0.789,0.175,80.424
G. Rulli,gk,26,0.823,0.417,0.000,0.700,0.902,0.177,77.287
Kévin Rodrigues,rb,20,0.663,0.500,0.100,0.359,0.697,0.337,71.051
Hugo Mallo,lb,34,0.643,0.312,0.206,0.358,0.775,0.357,67.747
Mikel Oyarzabal,cam,35,0.660,0.450,0.114,0.447,0.522,0.340,68.216
Xabi Prieto,lam,25,0.770,0.417,0.040,0.567,0.829,0.230,74.521
Fontàs,rb,12,0.846,0.357,0.000,0.700,0.891,0.154,75.282
Odriozola,lb,35,0.750,0.533,0.343,0.561,0.807,0.250,80.809
Iago Aspas,lw,37,0.729,0.378,0.189,0.479,0.666,0.271,72.156
Jozabed,rcm,23,0.841,0.550,0.174,0.615,0.845,0.159,81.870
G. Cabral,cb,25,0.887,0.391,0.000,0.700,0.873,0.113,78.885
Sergio Álvarez,gk,17,0.808,0.500,0.059,0.700,0.908,0.192,78.096
Maxi Gómez,st,38,0.720,0.389,0.079,0.474,0.705,0.280,70.848
P. Sisto,ram,38,0.741,0.429,0.211,0.515,0.757,0.259,75.375
Canales,lam,36,0.795,0.414,0.167,0.542,0.678,0.205,76.003
Jonny,rb,36,0.770,0.433,0.111,0.519,0.852,0.230,76.350
D. Wass,lam,35,0.694,0.312,0.314,0.506,0.790,0.306,72.177
Zurutuza,rcm,31,0.839,0.407,0.000,0.471,0.792,0.161,76.187
N. Radoja,cm,26,0.851,0.429,0.000,0.643,0.711,0.149,76.665
C. Vela,lw,17,0.663,0.375,0.000,0.522,0.711,0.337,68.271
P. Hernández,cm,30,0.839,0.400,0.100,0.611,0.840,0.161,78.252
Juanmi,rw,30,0.783,0.538,0.033,0.750,0.614,0.217,76.467
S. Lobotka,cm,38,0.901,0.389,0.026,0.524,0.879,0.099,80.321
Agirretxe,lw,11,0.545,0.455,0.000,0.636,0.000,0.455,62.751
A. Hjulsager,lam,2,0.625,0.500,0.000,0.727,0.717,0.375,71.356
F. Fajr,cm,33,0.702,0.333,0.273,0.533,0.779,0.298,72.408
G. Shibasaki,cam,26,0.738,0.368,0.115,0.633,0.548,0.262,70.717
Juan Cala,cb,20,0.701,0.312,0.000,0.700,0.791,0.299,69.308
Beñat,cm,24,0.794,0.429,0.042,0.417,0.646,0.206,73.524
Molinero,cb,10,0.609,0.455,0.000,0.667,0.714,0.391,69.181
Unai Núñez,lb,33,0.816,0.350,0.000,0.636,0.884,0.184,75.450
Balenziaga,rb,18,0.608,0.545,0.167,0.500,0.694,0.392,71.159
De Marcos,lb,21,0.647,0.435,0.381,0.475,0.656,0.353,72.386
San José,cm,26,0.772,0.538,0.192,0.571,0.828,0.228,79.275
Iñaki Williams,lw,38,0.621,0.381,0.158,0.559,0.602,0.379,66.489
Muniain,rw,14,0.788,0.500,0.429,0.611,0.859,0.212,79.911
A. Ndiaye,rw,37,0.636,0.435,0.081,0.542,0.610,0.364,67.518
Jorge Molina,st,36,0.568,0.438,0.250,0.636,0.610,0.432,67.300
D. Suárez,lb,33,0.633,0.344,0.152,0.583,0.785,0.367,68.231
Susaeta,cam,34,0.718,0.438,0.265,0.400,0.667,0.282,73.884
Guaita,gk,33,0.735,0.545,0.030,0.700,0.840,0.265,76.820
Markel Bergara,lcm,18,0.636,0.417,0.000,0.583,0.705,0.364,68.170
Álvaro Jiménez,lam,13,0.500,0.462,0.000,0.429,0.273,0.500,62.073
Arrizabalaga,gk,30,0.827,0.500,0.000,0.700,0.884,0.173,79.502
Djené,lb,36,0.696,0.304,0.028,0.588,0.766,0.304,68.028
Raúl García,cam,34,0.541,0.371,0.235,0.441,0.596,0.459,63.568
Lekue,lb,32,0.663,0.417,0.219,0.421,0.544,0.337,69.193
Sergio Mora,cm,25,0.782,0.455,0.000,0.600,0.674,0.218,73.974
Ángel,st,32,0.568,0.353,0.031,0.474,0.430,0.432,60.061
M. Arambarri,cm,27,0.724,0.421,0.074,0.588,0.710,0.276,72.201
Iñigo Córdoba,ram,30,0.584,0.545,0.200,0.518,0.504,0.416,68.622
C. Stuani,st,35,0.649,0.500,0.029,0.615,0.407,0.351,67.124
Álex Granell,rcm,34,0.740,0.281,0.176,0.444,0.815,0.260,71.526
Pedro Alcalá,lb,8,0.674,0.462,0.125,0.615,0.746,0.326,71.993
Muniesa,rb,13,0.786,0.375,0.000,0.692,0.813,0.214,73.398
Borja García,ram,37,0.777,0.483,0.243,0.479,0.808,0.223,79.206
Pere Pons,lcm,31,0.770,0.346,0.032,0.533,0.819,0.230,72.747
Aday,cb,31,0.601,0.333,0.290,0.412,0.662,0.399,66.743
Bernardo Espinosa,cb,34,0.816,0.389,0.029,0.750,0.844,0.184,76.788
L. Hernández,rb,34,0.683,0.429,0.000,0.409,0.662,0.317,68.451
Pablo Maffeo,lb,33,0.674,0.526,0.121,0.539,0.722,0.326,73.207
S. Savić,lb,27,0.802,0.444,0.000,0.538,0.858,0.198,76.176
Gabi,lcm,34,0.794,0.469,0.000,0.550,0.827,0.206,76.516
Saúl,rcm,36,0.755,0.405,0.083,0.429,0.760,0.245,73.321
J. Giménez,lb,27,0.810,0.273,0.000,0.538,0.707,0.190,71.208
Fernando Torres,rw,26,0.500,0.417,0.000,0.615,0.289,0.500,58.274
J. Oblak,gk,37,0.715,0.357,0.000,0.700,0.768,0.285,70.212
Iraizoz,gk,9,0.781,0.500,0.000,0.700,0.855,0.219,74.866
Portu,lam,36,0.642,0.400,0.250,0.500,0.501,0.358,68.047
Á. Correa,lw,37,0.560,0.370,0.054,0.417,0.375,0.440,59.141
N. Gaitán,ram,6,0.690,0.500,0.000,0.636,0.749,0.310,71.955
L. Vietto,st,20,0.675,0.429,0.050,0.625,0.570,0.325,69.156
Carles Planas,rb,5,0.575,0.500,0.000,0.667,0.000,0.425,67.340
O. Kayode,rw,11,0.607,0.500,0.000,0.727,0.000,0.393,65.260
Léo Baptistão,lw,36,0.543,0.429,0.083,0.464,0.502,0.457,61.875
David López,lb,37,0.807,0.333,0.027,0.643,0.838,0.193,74.683
C. Lenglet,rb,35,0.813,0.368,0.029,0.727,0.861,0.187,76.294
P. Diop,cam,20,0.721,0.400,0.050,0.625,0.876,0.279,72.866
David Soria,gk,15,0.769,0.500,0.000,0.700,0.650,0.231,73.975
S. N'Zonzi,cm,31,0.869,0.438,0.032,0.647,0.867,0.131,79.987
S. Corchia,lb,12,0.646,0.500,0.250,0.607,0.767,0.354,73.089
S. Kjær,cb,24,0.828,0.429,0.000,0.700,0.871,0.172,77.283
P. Piatti,rw,30,0.583,0.444,0.167,0.576,0.535,0.417,66.264
Aarón,rb,32,0.607,0.538,0.312,0.424,0.759,0.393,73.191
Javi Fuego,cdm,27,0.771,0.294,0.000,0.636,0.697,0.229,70.324
L. Muriel,rw,31,0.628,0.533,0.065,0.579,0.442,0.372,67.902
Borja Lasso,cm,1,0.654,0.545,0.000,0.700,1.000,0.346,72.019
Jurado,cam,29,0.651,0.308,0.034,0.364,0.570,0.349,63.888
Sergio Rico,gk,24,0.780,0.500,0.000,0.700,0.864,0.220,76.896
Gerard Moreno,lw,38,0.686,0.375,0.263,0.326,0.725,0.314,71.307
Ganso,cam,7,0.710,0.500,0.143,0.727,0.888,0.290,74.077
Jesús Navas,lam,25,0.671,0.500,0.400,0.500,0.688,0.329,75.414
Pau López,gk,29,0.762,0.455,0.000,0.700,0.867,0.238,75.468
Pablo Sarabia,cam,34,0.651,0.567,0.324,0.453,0.629,0.349,74.739
Javi López,lb,14,0.625,0.375,0.143,0.452,0.559,0.375,67.532
Naldo,cb,11,0.799,0.417,0.091,0.700,0.781,0.201,74.808
É. Banega,cm,34,0.824,0.379,0.147,0.394,0.861,0.176,77.468
Granero,cm,25,0.798,0.421,0.120,0.714,0.620,0.202,75.213
G. Pizarro,cdm,23,0.833,0.412,0.043,0.538,0.833,0.167,76.715
H. Pérez,lam,14,0.589,0.462,0.214,0.500,0.192,0.411,66.053
Charles,st,30,0.598,0.455,0.000,0.571,0.266,0.402,62.198
Dani García,rcm,32,0.807,0.318,0.031,0.579,0.887,0.193,74.529
José Ángel,rb,30,0.589,0.320,0.133,0.436,0.712,0.411,64.473
Luis Hernández,lb,36,0.806,0.429,0.056,0.737,0.846,0.194,77.771
Z. Kuzmanović,cm,8,0.831,0.400,0.125,0.692,0.866,0.169,75.427
R. Rosales,lb,35,0.667,0.333,0.314,0.442,0.782,0.333,71.154
Borja Bastón,st,20,0.627,0.545,0.000,0.500,0.392,0.373,67.330
Ramis,cb,16,0.843,0.417,0.000,0.583,0.906,0.157,76.648
Ander Capa,lb,32,0.634,0.320,0.094,0.462,0.768,0.366,66.378
Adrián,rcm,29,0.775,0.368,0.034,0.647,0.833,0.225,74.000
Juanpi,cam,16,0.677,0.417,0.000,0.727,0.609,0.323,69.307
Joan Jordán,cam,35,0.797,0.533,0.000,0.455,0.699,0.203,76.560
Paulo Oliveira,lb,26,0.763,0.375,0.038,0.750,0.841,0.237,74.046
T. Inui,ram,38,0.645,0.304,0.079,0.419,0.620,0.355,64.216
Kike García,st,34,0.603,0.455,0.000,0.421,0.489,0.397,63.851
Roberto,gk,34,0.762,0.455,0.000,0.700,0.834,0.238,75.343
Juankar,rb,10,0.692,0.545,0.300,0.714,0.895,0.308,76.144
Diego González,rb,18,0.728,0.500,0.056,0.579,0.797,0.272,74.272
Recio,cm,22,0.797,0.348,0.045,0.450,0.855,0.203,73.913
Rubén Peña,lcm,27,0.643,0.429,0.111,0.490,0.652,0.357,68.677
M. Dmitrović,gk,36,0.730,0.429,0.000,0.700,0.835,0.270,73.329
Javi Ontiveros,lam,12,0.611,0.438,0.250,0.625,0.413,0.389,68.822
Iván Alejo,lam,21,0.493,0.500,0.190,0.449,0.331,0.507,62.897
Jony,ram,5,0.540,0.500,0.200,0.542,0.704,0.460,70.269
Sergi Enrich,st,19,0.689,0.385,0.053,0.625,0.674,0.311,69.747
Christian Rivera,cam,7,0.790,0.455,0.000,0.700,0.696,0.210,73.319
Y. En-Nesyri,rw,26,0.537,0.385,0.077,0.556,0.142,0.463,58.428
L. Messi,st,40,0.748,0.398,0.375,0.423,0.739,0.252,76.851
Nélson Semedo,lb,23,0.784,0.467,0.043,0.458,0.721,0.216,74.736
J. Mascherano,cb,11,0.876,0.400,0.273,0.700,0.910,0.124,78.978
J. Narváez,cam,7,0.714,0.500,0.143,0.636,0.816,0.286,73.678
Barragán,lb,29,0.706,0.400,0.241,0.395,0.829,0.294,73.703
